 param_v,     stp,     trn_a,     trn_l, time_send, time_recv, time_calc, time_eval,     grd_n
   10933,    4289,0.82812500,    0.5040,   0.51451,   0.00000,   0.20197,   0.01200,    8.2042
   10933,    4290,0.82812500,    0.5789,   0.32598,   0.00000,   0.15100,   0.00902,    8.0624
   10947,    4291,0.85937500,    0.5147,   0.41401,   0.17900,   0.20200,   0.01100,    8.1591
   10947,    4292,0.90625000,    0.3094,   0.39208,   0.00000,   0.19906,   0.00400,    8.0191
   10947,    4293,0.75000000,    0.5581,   0.42402,   0.00000,   0.21000,   0.01100,    7.8898
   10947,    4294,0.84375000,    0.3780,   0.46000,   0.00000,   0.19900,   0.00400,    8.3780
   10947,    4295,0.90625000,    0.3045,   0.27703,   0.00000,   0.13500,   0.00500,    7.8220
   10960,    4296,0.95312500,    0.2632,   0.47800,   0.17899,   0.20700,   0.01200,    8.2848
   10960,    4297,0.85937500,    0.3477,   0.43363,   0.00000,   0.23600,   0.01200,    7.8422
   10960,    4298,0.84375000,    0.4363,   0.43703,   0.00000,   0.20041,   0.00500,    8.1294
   10960,    4299,0.89062500,    0.3019,   0.33100,   0.00000,   0.13100,   0.00500,    8.6402
   10960,    4300,0.81250000,    0.5172,   0.35000,   0.00000,   0.14800,   0.00500,    8.2772
   10973,    4301,0.89062500,    0.3176,   0.40716,   0.19300,   0.14000,   0.00700,    7.5837
   10973,    4302,0.79687500,    0.5286,   0.45500,   0.00000,   0.19200,   0.01700,    8.0711
   10973,    4303,0.78125000,    0.6046,   0.41946,   0.00000,   0.20235,   0.00797,    8.0958
   10973,    4304,0.76562500,    0.5191,   0.41405,   0.00000,   0.16000,   0.00500,    8.1166
   10973,    4305,0.75000000,    0.6858,   0.28800,   0.00000,   0.17500,   0.00500,    7.9931
   10986,    4306,0.81250000,    0.5516,   0.56100,   0.16600,   0.21200,   0.01000,    8.6626
   10986,    4307,0.84375000,    0.4190,   0.27900,   0.00000,   0.15700,   0.00500,    8.0726
   10986,    4308,0.85937500,    0.3601,   0.21500,   0.00000,   0.14105,   0.00400,    8.0857
   10986,    4309,0.89062500,    0.2985,   0.37700,   0.00000,   0.15400,   0.00500,    8.3885
   10986,    4310,0.87500000,    0.4374,   0.40952,   0.00000,   0.20200,   0.00600,    8.1643
   10999,    4311,0.85937500,    0.4439,   0.50904,   0.16603,   0.19300,   0.01200,    7.8114
   10999,    4312,0.96875000,    0.2108,   0.36100,   0.00000,   0.21300,   0.00600,    7.9966
   10999,    4313,0.84375000,    0.4599,   0.39274,   0.00000,   0.17468,   0.00600,    8.2751
   10999,    4314,0.87500000,    0.4037,   0.45700,   0.00000,   0.22399,   0.01600,    8.1919
   10999,    4315,0.81250000,    0.3759,   0.40497,   0.00000,   0.19298,   0.00500,    8.4729
   11012,    4316,0.96875000,    0.1903,   0.51700,   0.17000,   0.11400,   0.00400,    7.5994
   11012,    4317,0.85937500,    0.4121,   0.41928,   0.00000,   0.18700,   0.00500,    8.3258
   11012,    4318,0.81250000,    0.5513,   0.49189,   0.00000,   0.25400,   0.01300,    8.6450
   11012,    4319,0.95312500,    0.2199,   0.26403,   0.00000,   0.16700,   0.00600,    8.2341
   11012,    4320,0.90625000,    0.3835,   0.29500,   0.00000,   0.15476,   0.00500,    8.3708
   11025,    4321,0.87500000,    0.4010,   0.40100,   0.16900,   0.22125,   0.01100,    7.9136
   11025,    4322,0.89062500,    0.3396,   0.49114,   0.00000,   0.22400,   0.01200,    7.9322
   11025,    4323,0.95312500,    0.1954,   0.41482,   0.00000,   0.20100,   0.00500,    7.6749
   11025,    4324,0.87500000,    0.3317,   0.29700,   0.00000,   0.16226,   0.00600,    7.7511
   11025,    4325,0.75000000,    0.6338,   0.26595,   0.00000,   0.15069,   0.00500,    7.8056
   11038,    4326,0.92187500,    0.3740,   0.47300,   0.16516,   0.10758,   0.00400,    7.9196
   11038,    4327,0.81250000,    0.4749,   0.43325,   0.00000,   0.23415,   0.01302,    7.8409
   11038,    4328,0.87500000,    0.4094,   0.50332,   0.00000,   0.20567,   0.00700,    8.4102
   11038,    4329,0.85937500,    0.5359,   0.48623,   0.00000,   0.22429,   0.01352,    8.0653
   11038,    4330,0.87500000,    0.3681,   0.44080,   0.00000,   0.21217,   0.01352,    7.7628
   11052,    4331,0.78125000,    0.6267,   0.46332,   0.13611,   0.20095,   0.01235,    7.9145
   11052,    4332,0.90625000,    0.3125,   0.39863,   0.00000,   0.19877,   0.00500,    7.8995
   11052,    4333,0.92187500,    0.3015,   0.40619,   0.00000,   0.11510,   0.00500,    7.7955
   11052,    4334,0.84375000,    0.3758,   0.42537,   0.00000,   0.21182,   0.00600,    8.1313
   11052,    4335,0.82812500,    0.4715,   0.42959,   0.00000,   0.17159,   0.00400,    7.6005
   11065,    4336,0.90625000,    0.3678,   0.41474,   0.14593,   0.23056,   0.01300,    7.9050
   11065,    4337,0.81250000,    0.4814,   0.43300,   0.00000,   0.17000,   0.00500,    7.9768
   11065,    4338,0.85937500,    0.4418,   0.36700,   0.00000,   0.18336,   0.00600,    7.7305
   11065,    4339,0.87500000,    0.4547,   0.30000,   0.00000,   0.17500,   0.00500,    7.9199
   11065,    4340,0.87500000,    0.4148,   0.48527,   0.00000,   0.15376,   0.00500,    7.6493
   11078,    4341,0.82812500,    0.4818,   0.44800,   0.15677,   0.22700,   0.01200,    8.3317
   11078,    4342,0.89062500,    0.2761,   0.50091,   0.00000,   0.24000,   0.01100,    7.7381
   11078,    4343,0.82812500,    0.5197,   0.32001,   0.00000,   0.10495,   0.00500,    8.2361
   11078,    4344,0.79687500,    0.6163,   0.31800,   0.00000,   0.13800,   0.00600,    7.8623
   11078,    4345,0.85937500,    0.3865,   0.29609,   0.00000,   0.15400,   0.00600,    8.0698
   11091,    4346,0.93750000,    0.2921,   0.34869,   0.14700,   0.10500,   0.00400,    7.1831
   11091,    4347,0.90625000,    0.2991,   0.34900,   0.00000,   0.22800,   0.00700,    8.3183
   11091,    4348,0.90625000,    0.2838,   0.45100,   0.00000,   0.16200,   0.00400,    8.7033
   11091,    4349,0.89062500,    0.4614,   0.21400,   0.00000,   0.12800,   0.00900,    8.6829
   11091,    4350,0.85937500,    0.4195,   0.22551,   0.00000,   0.15300,   0.00800,    7.9987
   11103,    4351,0.85937500,    0.3395,   0.24600,   0.20000,   0.14100,   0.00500,    7.5456
   11103,    4352,0.85937500,    0.3955,   0.35808,   0.00000,   0.11900,   0.00400,    7.5834
   11103,    4353,0.90625000,    0.3390,   0.26100,   0.00000,   0.13300,   0.00800,    8.2297
   11103,    4354,0.78125000,    0.5397,   0.20200,   0.00000,   0.12900,   0.00500,    7.8437
   11103,    4355,0.87500000,    0.4033,   0.28300,   0.00000,   0.15100,   0.00400,    8.1400
   11114,    4356,0.95312500,    0.2420,   0.32941,   0.13300,   0.10533,   0.00400,    7.6892
   11114,    4357,0.81250000,    0.4760,   0.31800,   0.00000,   0.19804,   0.00500,    7.0746
   11114,    4358,0.78125000,    0.5386,   0.33439,   0.00000,   0.17200,   0.00600,    8.2623
   11114,    4359,0.89062500,    0.3200,   0.37500,   0.00000,   0.16160,   0.00400,    7.5698
   11114,    4360,0.89062500,    0.3879,   0.34500,   0.00000,   0.18400,   0.00500,    8.1009
   11126,    4361,0.87500000,    0.3572,   0.27300,   0.19200,   0.14500,   0.00500,    8.0576
   11126,    4362,0.73437500,    0.6921,   0.32152,   0.00000,   0.11500,   0.00500,    7.6922
   11126,    4363,0.92187500,    0.3333,   0.34100,   0.00000,   0.15700,   0.00500,    8.3554
   11126,    4364,0.87500000,    0.3249,   0.25440,   0.00000,   0.14200,   0.00600,    7.8998
   11126,    4365,0.84375000,    0.5266,   0.47481,   0.00000,   0.15400,   0.00800,    8.2931
   11138,    4366,0.90625000,    0.3154,   0.19200,   0.16700,   0.12700,   0.00600,    7.7015
   11138,    4367,0.79687500,    0.6736,   0.25899,   0.00000,   0.13000,   0.01201,    8.3456
   11138,    4368,0.87500000,    0.3792,   0.54109,   0.00000,   0.22301,   0.01200,    7.6901
   11138,    4369,0.87500000,    0.3510,   0.22300,   0.00000,   0.13000,   0.00600,    8.5162
   11138,    4370,0.81250000,    0.5625,   0.28782,   0.00000,   0.12600,   0.00500,    8.0987
   11150,    4371,0.84375000,    0.4025,   0.54209,   0.20100,   0.13400,   0.01100,    8.6156
   11150,    4372,0.85937500,    0.3987,   0.32800,   0.00000,   0.20306,   0.00600,    8.3132
   11150,    4373,0.85937500,    0.3760,   0.29712,   0.00000,   0.14800,   0.00500,    8.6006
   11150,    4374,0.82812500,    0.5362,   0.48640,   0.00000,   0.13900,   0.00500,    8.4243
   11150,    4375,0.95312500,    0.2625,   0.39677,   0.00000,   0.15793,   0.04313,    8.3294
   11163,    4376,0.87500000,    0.3942,   0.48044,   0.18369,   0.17900,   0.00500,    7.8711
   11163,    4377,0.90625000,    0.2458,   0.26800,   0.00000,   0.13400,   0.01000,    8.4369
   11163,    4378,0.84375000,    0.4175,   0.26400,   0.00000,   0.13200,   0.01100,    8.3320
   11163,    4379,0.85937500,    0.4464,   0.52600,   0.00000,   0.17900,   0.00500,    8.0261
   11163,    4380,0.90625000,    0.3837,   0.22466,   0.00000,   0.10800,   0.00400,    8.0278
   11176,    4381,0.87500000,    0.3525,   0.44300,   0.18238,   0.20900,   0.01400,    8.0093
   11176,    4382,0.84375000,    0.4323,   0.55016,   0.00000,   0.19602,   0.00500,    8.9715
   11176,    4383,0.87500000,    0.3446,   0.34721,   0.00000,   0.15800,   0.00500,    8.0645
   11176,    4384,0.87500000,    0.4684,   0.28100,   0.00000,   0.15700,   0.00500,    8.0127
   11176,    4385,0.87500000,    0.3297,   0.50245,   0.00000,   0.16400,   0.00500,    7.8128
   11188,    4386,0.84375000,    0.4079,   0.41600,   0.18100,   0.19800,   0.00900,    8.0878
   11188,    4387,0.84375000,    0.4989,   0.49400,   0.00000,   0.23200,   0.01300,    8.2106
   11188,    4388,0.85937500,    0.4610,   0.37600,   0.00000,   0.23100,   0.00500,    7.9235
   11188,    4389,0.85937500,    0.4178,   0.31100,   0.00000,   0.16000,   0.00500,    8.3330
   11188,    4390,0.81250000,    0.4899,   7.58946,   0.00000,   0.15700,   0.00600,    8.3035
   11203,    4391,0.81250000,    0.5804,   0.34125,   0.20333,   0.15185,   0.00600,    8.3630
   11203,    4392,0.89062500,    0.4106,   0.46553,   0.00000,   0.16323,   0.00600,    7.7471
   11203,    4393,0.89062500,    0.3155,   0.24556,   0.00000,   0.10672,   0.00400,    8.1199
   11203,    4394,0.78125000,    0.5463,   0.19027,   0.00000,   0.13020,   0.00551,    8.1658
   11203,    4395,0.93750000,    0.3479,   0.26129,   0.00000,   0.13218,   0.00505,    8.6293
   11214,    4396,0.89062500,    0.3268,   0.47976,   0.16070,   0.19319,   0.01206,    8.6066
   11214,    4397,0.82812500,    0.4679,   0.33710,   0.00000,   0.20005,   0.00500,    7.7969
   11214,    4398,0.85937500,    0.4081,   0.43011,   0.00000,   0.18340,   0.00599,    8.3355
   11214,    4399,0.89062500,    0.3058,   0.27100,   0.00000,   0.16091,   0.00900,    8.2196
   11214,    4400,0.87500000,    0.3321,   0.37400,   0.00000,   0.18699,   0.01300,    8.0192
   11227,    4401,0.81250000,    0.4057,   0.56000,   0.19100,   0.10700,   0.00500,    9.0146
   11227,    4402,0.90625000,    0.3372,   0.33900,   0.00000,   0.20903,   0.00500,    8.0287
   11227,    4403,0.85937500,    0.4290,   0.46351,   0.00000,   0.17600,   0.00400,    7.9144
   11227,    4404,0.87500000,    0.3852,   0.29600,   0.00000,   0.18306,   0.00500,    7.6152
   11227,    4405,0.85937500,    0.4143,   0.29568,   0.00000,   0.15800,   0.00500,    8.5196
   11240,    4406,0.81250000,    0.5045,   0.59325,   0.17253,   0.12499,   0.00500,    8.5511
   11240,    4407,0.85937500,    0.3746,   0.43101,   0.00000,   0.20018,   0.00500,    8.0675
   11240,    4408,0.89062500,    0.3100,   0.48329,   0.00000,   0.23700,   0.01200,    8.0202
   11240,    4409,0.90625000,    0.3457,   0.40600,   0.00000,   0.17300,   0.00400,    8.2345
   11240,    4410,0.93750000,    0.2665,   0.31300,   0.00000,   0.15108,   0.00400,    8.5743
   11253,    4411,0.82812500,    0.4670,   0.44979,   0.15900,   0.20700,   0.01200,    8.3314
   11253,    4412,0.85937500,    0.4898,   0.44699,   0.00000,   0.22900,   0.01201,    8.1834
   11253,    4413,0.93750000,    0.2448,   0.38015,   0.00000,   0.20916,   0.01199,    7.6601
   11253,    4414,0.87500000,    0.5045,   0.33103,   0.00000,   0.19700,   0.00500,    8.0171
   11253,    4415,0.87500000,    0.2991,   0.46100,   0.00010,   0.15752,   0.00500,    7.8091
   11266,    4416,0.92187500,    0.2577,   0.22441,   0.15500,   0.12100,   0.00500,    8.1648
   11266,    4417,0.92187500,    0.2621,   0.28900,   0.00000,   0.14800,   0.00900,    8.0552
   11266,    4418,0.85937500,    0.3653,   0.50720,   0.00000,   0.20700,   0.01300,    7.7825
   11266,    4419,0.85937500,    0.4127,   0.33800,   0.00000,   0.20800,   0.00500,    8.0890
   11266,    4420,0.89062500,    0.4521,   0.44952,   0.00000,   0.17754,   0.00600,    9.0754
   11279,    4421,0.87500000,    0.4354,   0.26701,   0.15100,   0.11100,   0.00600,    7.7933
   11279,    4422,0.87500000,    0.4519,   0.23800,   0.00000,   0.13530,   0.00600,    8.2195
   11279,    4423,0.92187500,    0.2682,   0.37700,   0.00000,   0.13400,   0.01000,    7.8193
   11279,    4424,0.81250000,    0.5613,   0.51061,   0.00000,   0.26213,   0.01504,    7.7269
   11279,    4425,0.90625000,    0.3177,   0.44667,   0.00000,   0.25500,   0.01200,    8.9496
   11292,    4426,0.93750000,    0.2134,   0.24300,   0.18200,   0.12300,   0.00800,    6.9869
   11292,    4427,0.87500000,    0.2964,   0.47700,   0.00000,   0.11706,   0.00400,    7.5552
   11292,    4428,0.79687500,    0.5973,   0.54016,   0.00000,   0.23000,   0.01201,    8.1791
   11292,    4429,0.85937500,    0.3985,   0.39500,   0.00000,   0.21000,   0.01200,    7.6717
   11292,    4430,0.85937500,    0.4269,   0.32200,   0.00000,   0.20579,   0.00600,    7.8725
   11305,    4431,0.82812500,    0.4441,   0.48808,   0.17800,   0.11300,   0.00400,    8.1296
   11305,    4432,0.82812500,    0.5018,   0.44300,   0.00000,   0.25900,   0.01100,    7.6592
   11305,    4433,0.81250000,    0.5095,   0.51892,   0.00000,   0.27724,   0.01104,    8.1398
   11305,    4434,0.92187500,    0.3388,   0.24816,   0.00000,   0.13026,   0.00500,    8.0345
   11305,    4435,0.89062500,    0.2976,   0.19500,   0.00000,   0.13599,   0.00400,    8.0363
   11318,    4436,0.87500000,    0.3874,   0.65667,   0.16800,   0.20904,   0.01100,    8.4050
   11318,    4437,0.89062500,    0.3768,   0.49543,   0.00000,   0.20423,   0.01600,    8.6507
   11318,    4438,0.85937500,    0.3864,   0.40900,   0.00000,   0.20400,   0.00500,    8.0532
   11318,    4439,0.79687500,    0.5227,   0.31901,   0.00000,   0.17561,   0.00601,    7.9907
   11318,    4440,0.89062500,    0.4071,   0.42909,   0.00000,   0.14400,   0.00400,    7.6755
   11331,    4441,0.93750000,    0.2896,   0.35900,   0.14600,   0.15500,   0.00599,    8.6979
   11331,    4442,0.89062500,    0.2894,   0.56484,   0.00000,   0.19300,   0.00900,    7.7721
   11331,    4443,0.93750000,    0.3288,   0.41317,   0.00000,   0.20300,   0.00501,    8.2063
   11331,    4444,0.85937500,    0.4236,   0.35100,   0.00000,   0.18200,   0.00500,    7.9939
   11331,    4445,0.79687500,    0.5678,   0.47014,   0.00000,   0.12400,   0.00500,    9.0320
   11345,    4446,0.87500000,    0.3288,   0.38000,   0.15700,   0.22400,   0.01300,    7.3075
   11345,    4447,0.84375000,    0.3593,   0.47110,   0.00000,   0.20987,   0.00500,    8.5087
   11345,    4448,0.89062500,    0.2480,   0.23045,   0.00000,   0.13883,   0.01202,    8.3550
   11345,    4449,0.82812500,    0.4772,   0.24743,   0.00000,   0.13815,   0.00700,    8.2536
   11345,    4450,0.95312500,    0.2011,   0.40936,   0.00000,   0.20023,   0.00500,    8.5343
   11357,    4451,0.81250000,    0.5280,   0.27493,   0.15713,   0.14075,   0.04223,    7.7347
   11357,    4452,0.85937500,    0.3211,   0.45593,   0.00000,   0.23556,   0.01160,    8.0642
   11357,    4453,0.89062500,    0.2900,   0.43463,   0.00000,   0.19285,   0.01103,    8.2944
   11357,    4454,0.93750000,    0.2499,   0.49854,   0.00000,   0.25636,   0.01152,    8.1911
   11357,    4455,0.95312500,    0.2253,   0.28914,   0.00000,   0.13736,   0.00501,    7.7691
   11371,    4456,0.92187500,    0.3122,   0.39510,   0.18701,   0.22730,   0.01300,    8.0792
   11371,    4457,0.85937500,    0.3610,   0.61078,   0.00000,   0.23110,   0.00500,    7.8390
   11371,    4458,0.85937500,    0.4008,   0.36378,   0.00000,   0.13696,   0.00600,    7.9434
   11371,    4459,0.90625000,    0.2666,   0.29881,   0.00000,   0.17361,   0.00500,    8.0029
   11371,    4460,0.90625000,    0.2692,   0.40999,   0.00000,   0.15952,   0.00504,    7.5345
   11384,    4461,0.85937500,    0.4647,   0.48859,   0.16664,   0.24302,   0.01198,    7.4643
   11384,    4462,0.85937500,    0.3861,   0.44201,   0.00000,   0.23498,   0.01200,    7.9090
   11384,    4463,0.95312500,    0.2622,   0.31700,   0.00000,   0.19601,   0.00500,    7.4366
   11384,    4464,0.87500000,    0.4764,   0.32300,   0.00000,   0.16700,   0.00600,    8.2945
   11384,    4465,0.82812500,    0.3951,   0.39576,   0.00000,   0.14900,   0.00500,    7.8705
   11397,    4466,0.89062500,    0.3408,   0.27700,   0.19100,   0.13700,   0.00500,    8.0098
   11397,    4467,0.82812500,    0.4755,   0.32200,   0.00000,   0.15504,   0.00500,    7.8293
   11397,    4468,0.84375000,    0.4817,   0.34852,   0.00000,   0.13200,   0.00400,    7.9150
   11397,    4469,0.87500000,    0.3184,   0.30600,   0.00000,   0.16700,   0.00500,    7.8526
   11397,    4470,0.92187500,    0.3307,   0.46600,   0.00000,   0.14800,   0.00500,    8.0296
   11408,    4471,0.89062500,    0.3524,   0.25100,   0.12500,   0.15300,   0.00600,    8.2950
   11408,    4472,0.85937500,    0.4663,   0.37142,   0.00000,   0.15400,   0.00600,    7.8524
   11408,    4473,0.82812500,    0.4326,   0.42100,   0.00000,   0.14500,   0.00500,    7.5484
   11408,    4474,0.82812500,    0.4379,   0.29203,   0.00000,   0.10567,   0.00400,    7.9755
   11408,    4475,0.90625000,    0.3008,   0.25200,   0.00000,   0.15400,   0.00600,    8.2036
   11420,    4476,0.92187500,    0.2843,   0.33200,   0.17100,   0.14853,   0.00600,    7.7304
   11420,    4477,0.82812500,    0.3939,   0.28900,   0.00000,   0.12700,   0.00500,    7.5939
   11420,    4478,0.87500000,    0.4074,   0.49419,   0.00000,   0.20700,   0.01200,    8.0094
   11420,    4479,0.85937500,    0.4029,   0.51324,   0.00000,   0.19800,   0.00400,    7.8521
   11420,    4480,0.85937500,    0.3647,   0.29900,   0.00000,   0.18200,   0.00600,    7.9198
   11433,    4481,0.93750000,    0.2397,   0.32400,   0.18900,   0.17103,   0.01200,    7.7801
   11433,    4482,0.82812500,    0.4572,   0.42700,   0.00000,   0.20800,   0.01200,    7.9022
   11433,    4483,0.84375000,    0.5804,   0.37917,   0.00000,   0.20825,   0.00500,    7.9443
   11433,    4484,0.82812500,    0.5994,   0.44200,   0.00000,   0.17899,   0.00500,    7.5268
   11433,    4485,0.84375000,    0.3929,   0.42000,   0.00000,   0.22300,   0.01500,    8.1590
   11446,    4486,0.87500000,    0.4022,   0.52323,   0.18202,   0.11700,   0.00500,    8.5765
   11446,    4487,0.93750000,    0.2331,   0.40796,   0.00000,   0.20801,   0.00599,    9.1620
   11446,    4488,0.82812500,    0.5339,   0.41248,   0.00000,   0.15200,   0.00800,    7.8116
   11446,    4489,0.90625000,    0.2699,   0.30800,   0.00000,   0.17294,   0.00900,    8.0862
   11446,    4490,0.87500000,    0.3756,   0.33100,   0.00000,   0.14600,   0.00500,    7.8921
   11459,    4491,0.78125000,    0.5129,   0.51651,   0.17254,   0.13600,   0.01100,    8.0024
   11459,    4492,0.90625000,    0.3437,   0.42750,   0.00000,   0.20898,   0.00400,    7.9918
   11459,    4493,0.89062500,    0.4429,   0.48704,   0.00000,   0.24300,   0.01200,    8.1761
   11459,    4494,0.90625000,    0.3007,   0.30900,   0.00000,   0.15099,   0.00500,    8.3957
   11459,    4495,0.82812500,    0.4468,   0.26600,   0.00000,   0.13500,   0.00700,    7.7586
   11472,    4496,0.85937500,    0.4624,   0.48800,   0.20100,   0.19500,   0.01200,    8.2446
   11472,    4497,0.87500000,    0.3236,   0.24909,   0.00000,   0.21983,   0.01100,    7.5139
   11472,    4498,0.87500000,    0.3540,   0.26825,   0.00000,   0.13182,   0.00652,    8.1606
   11472,    4499,0.90625000,    0.3907,   0.39201,   0.00000,   0.11351,   0.00400,    7.6369
   11472,    4500,0.93750000,    0.2729,   0.39800,   0.00000,   0.24255,   0.01300,    7.9456
   11485,    4501,0.82812500,    0.4450,   0.54401,   0.18868,   0.15599,   0.00500,    8.1290
   11485,    4502,0.81250000,    0.5271,   0.41956,   0.00000,   0.20911,   0.00500,    8.3133
   11485,    4503,0.89062500,    0.3716,   0.47957,   0.00000,   0.17901,   0.00699,    8.4367
   11485,    4504,0.89062500,    0.3721,   0.45300,   0.00000,   0.19192,   0.01200,    7.9428
   11485,    4505,0.87500000,    0.4044,   0.44703,   0.00000,   0.23007,   0.01300,    7.2847
   11499,    4506,0.79687500,    0.4893,   0.34658,   0.16788,   0.12000,   0.00500,    8.4620
   11499,    4507,0.82812500,    0.4876,   0.52744,   0.00000,   0.23300,   0.01201,    8.0096
   11499,    4508,0.78125000,    0.5809,   0.42200,   0.00000,   0.14865,   0.00400,    8.2996
   11499,    4509,0.81250000,    0.3798,   0.39600,   0.00000,   0.24698,   0.01100,    8.2945
   11499,    4510,0.89062500,    0.4127,   0.45000,   0.00000,   0.16500,   0.00500,    8.3771
   11513,    4511,0.84375000,    0.4181,   0.44847,   0.16661,   0.23976,   0.01200,    6.6612
   11513,    4512,0.87500000,    0.4013,   0.51970,   0.00000,   0.20096,   0.00402,    8.0516
   11513,    4513,0.90625000,    0.3068,   0.46244,   0.00000,   0.21012,   0.00700,    7.6392
   11513,    4514,0.87500000,    0.3493,   0.43725,   0.00000,   0.13171,   0.01051,    8.3529
   11513,    4515,0.89062500,    0.3330,   0.46390,   0.00000,   0.24514,   0.01202,    7.7852
   11527,    4516,0.89062500,    0.3576,   0.24515,   0.17938,   0.15278,   0.00500,    7.8932
   11527,    4517,0.92187500,    0.3906,   0.38049,   0.00000,   0.13976,   0.00555,    8.2114
   11527,    4518,0.84375000,    0.3656,   0.34209,   0.00000,   0.17132,   0.00600,    8.7150
   11527,    4519,0.81250000,    0.4948,   0.46017,   0.00000,   0.19007,   0.00452,    8.2774
   11527,    4520,0.82812500,    0.4971,   0.25309,   0.00000,   0.13602,   0.00400,    8.2337
   11539,    4521,0.89062500,    0.3272,   0.26640,   0.19126,   0.14621,   0.00504,    8.1536
   11539,    4522,0.79687500,    0.5922,   0.45420,   0.00000,   0.12919,   0.00600,    8.1015
   11539,    4523,0.85937500,    0.4288,   0.29344,   0.00000,   0.11859,   0.00901,    8.3068
   11539,    4524,0.87500000,    0.5193,   0.49928,   0.00000,   0.21083,   0.01000,    7.5364
   11539,    4525,0.92187500,    0.2414,   0.50122,   0.00000,   0.20035,   0.00500,    8.4451
   11552,    4526,0.95312500,    0.2376,   0.21926,   0.19952,   0.12916,   0.00507,    7.8035
   11552,    4527,0.87500000,    0.4918,   0.24444,   0.00000,   0.13231,   0.00604,    8.0918
   11552,    4528,0.92187500,    0.2607,   0.58900,   0.00000,   0.12712,   0.00500,    7.9704
   11552,    4529,0.90625000,    0.2943,   0.40300,   0.00000,   0.23100,   0.00600,    7.6395
   11552,    4530,0.84375000,    0.4316,   0.54185,   0.00000,   0.23702,   0.01198,    7.3852
   11565,    4531,0.89062500,    0.3707,   0.43400,   0.18630,   0.21300,   0.01100,    7.6887
   11565,    4532,0.84375000,    0.5202,   0.45900,   0.00000,   0.21600,   0.00500,    7.7181
   11565,    4533,0.89062500,    0.4027,   0.27201,   0.00000,   0.26351,   0.00700,    8.1738
   11565,    4534,0.92187500,    0.3222,   0.32200,   0.00000,   0.16400,   0.00500,    7.2020
   11565,    4535,0.89062500,    0.4439,   0.42351,   0.00000,   0.14600,   0.00500,    8.0795
   11577,    4536,0.81250000,    0.5543,   0.38900,   0.12600,   0.23200,   0.01300,    7.5460
   11577,    4537,0.79687500,    0.5660,   0.38500,   0.00000,   0.17400,   0.00600,    7.6679
   11577,    4538,0.82812500,    0.4327,   0.39241,   0.00000,   0.19900,   0.00500,    8.2020
   11577,    4539,0.89062500,    0.3429,   0.37207,   0.00000,   0.18300,   0.00600,    7.1487
   11577,    4540,0.84375000,    0.5226,   0.49807,   0.00000,   0.14200,   0.00500,    8.1971
   11590,    4541,0.85937500,    0.4171,   0.45405,   0.15800,   0.23799,   0.01200,    8.3096
   11590,    4542,0.87500000,    0.3541,   0.46701,   0.00000,   0.23600,   0.01300,    8.7119
   11590,    4543,0.82812500,    0.4781,   0.21500,   0.00000,   0.16500,   0.00400,    7.8441
   11590,    4544,0.95312500,    0.3023,   0.24700,   0.00000,   0.13200,   0.00500,    7.9223
   11590,    4545,0.85937500,    0.4255,   0.57334,   0.00000,   0.16303,   0.03600,    8.0035
   11604,    4546,0.87500000,    0.3706,   0.36908,   0.15000,   0.18700,   0.00653,    7.9067
   11604,    4547,0.95312500,    0.2431,   0.33500,   0.00000,   0.16000,   0.00500,    7.8151
   11604,    4548,0.90625000,    0.2783,   0.43000,   0.00000,   0.15300,   0.00500,    7.7506
   11604,    4549,0.90625000,    0.3589,   0.44154,   0.00000,   0.19900,   0.01100,    8.2516
   11604,    4550,0.87500000,    0.4299,   0.49096,   0.00000,   0.22417,   0.01299,    8.1198
   11617,    4551,0.84375000,    0.5367,   0.41600,   0.14200,   0.19352,   0.01400,    7.7772
   11617,    4552,0.87500000,    0.2847,   0.30600,   0.00000,   0.24599,   0.01300,    9.1144
   11617,    4553,0.87500000,    0.2939,   0.51100,   0.00000,   0.12300,   0.00500,    7.8896
   11617,    4554,0.85937500,    0.3546,   0.46109,   0.00000,   0.20000,   0.01200,    7.7347
   11617,    4555,0.85937500,    0.4089,   0.42338,   0.00000,   0.19900,   0.00500,    8.0997
   11631,    4556,0.84375000,    0.4252,   0.34300,   0.18300,   0.13001,   0.04800,    7.8646
   11631,    4557,0.82812500,    0.5493,   0.49300,   0.00000,   0.24362,   0.01300,    7.5224
   11631,    4558,0.81250000,    0.5333,   0.37961,   0.00000,   0.22864,   0.01200,    7.8837
   11631,    4559,0.89062500,    0.3732,   0.34400,   0.00000,   0.20149,   0.00500,    7.5772
   11631,    4560,0.81250000,    0.4627,   0.44855,   0.00000,   0.18300,   0.00400,    7.8054
   11644,    4561,0.93750000,    0.1914,   0.43552,   0.17600,   0.22800,   0.01200,    8.5401
   11644,    4562,0.85937500,    0.4500,   0.46732,   0.00000,   0.25000,   0.01200,    7.6938
   11644,    4563,0.96875000,    0.2046,   0.35169,   0.00000,   0.18114,   0.00500,    7.8100
   11644,    4564,0.82812500,    0.4948,   0.28943,   0.00000,   0.15800,   0.00500,    7.7346
   11644,    4565,0.87500000,    0.4361,   0.40200,   0.00000,   0.15452,   0.00600,    7.4709
   11657,    4566,0.85937500,    0.3393,   0.26417,   0.17500,   0.14807,   0.00498,    7.9479
   11657,    4567,0.76562500,    0.6631,   0.19520,   0.00000,   0.14289,   0.00400,    7.0389
