 param_v,     stp,     trn_a,     trn_l, time_send, time_recv, time_calc, time_eval,     grd_n
     156,      64,0.29687500,    1.8159,   0.32930,   0.00000,   0.19169,   0.00653,    9.7056
     156,      65,0.48437500,    1.6298,   0.23499,   0.00000,   0.16499,   0.00500,    9.5375
     169,      66,0.42187500,    1.6109,   0.35601,   0.19200,   0.22020,   0.01300,   10.2071
     169,      67,0.43750000,    1.4652,   0.39113,   0.00000,   0.22601,   0.01099,    9.6865
     169,      68,0.46875000,    1.5548,   0.43333,   0.00000,   0.23000,   0.01230,    9.8416
     169,      69,0.42187500,    1.6182,   0.27809,   0.00000,   0.19201,   0.00499,    9.6307
     169,      70,0.34375000,    1.7573,   0.32800,   0.00000,   0.16900,   0.00400,    9.8362
     182,      71,0.35937500,    1.9664,   0.43242,   0.17900,   0.11013,   0.00400,   11.5949
     182,      72,0.34375000,    1.6883,   0.18304,   0.00000,   0.15905,   0.00500,    8.6032
     182,      73,0.43750000,    1.4545,   0.27017,   0.00000,   0.17700,   0.00400,    9.6317
     182,      74,0.39062500,    1.5334,   0.40300,   0.00000,   0.17313,   0.00400,    9.9262
     182,      75,0.51562500,    1.4425,   0.23589,   0.00000,   0.14801,   0.00999,    9.8083
     194,      76,0.42187500,    1.5044,   0.44174,   0.17426,   0.23406,   0.01052,   10.1370
     194,      77,0.46875000,    1.3966,   0.44032,   0.00000,   0.25462,   0.01200,   10.4633
     194,      78,0.34375000,    1.6137,   0.43883,   0.00000,   0.19076,   0.01257,    9.5232
     194,      79,0.42187500,    1.5627,   0.36267,   0.00000,   0.21350,   0.00600,   10.3249
     194,      80,0.42187500,    1.5632,   0.29028,   0.00000,   0.15418,   0.00700,   10.1063
     208,      81,0.43750000,    1.8518,   0.41198,   0.19102,   0.11085,   0.00401,    9.4255
     208,      82,0.37500000,    1.6845,   0.35429,   0.00000,   0.24637,   0.01200,    9.6146
     208,      83,0.40625000,    1.6069,   0.41822,   0.00000,   0.20542,   0.00501,   10.2221
     208,      84,0.42187500,    1.5996,   0.30141,   0.00000,   0.12148,   0.00687,    9.9579
     208,      85,0.35937500,    1.5730,   0.40594,   0.00000,   0.21002,   0.00600,   10.5179
     221,      86,0.54687500,    1.3979,   0.47774,   0.17330,   0.18941,   0.01200,   12.2789
     221,      87,0.31250000,    1.6817,   0.40536,   0.00000,   0.20600,   0.00600,    9.5530
     221,      88,0.42187500,    1.6286,   0.45557,   0.00000,   0.17091,   0.00500,    9.6531
     221,      89,0.40625000,    1.6747,   0.32446,   0.00000,   0.18555,   0.00400,   10.5489
     221,      90,0.51562500,    1.4739,   0.29721,   0.00000,   0.16053,   0.00551,   10.6910
     234,      91,0.56250000,    1.3264,   0.37555,   0.17927,   0.10916,   0.00500,    8.9845
     234,      92,0.40625000,    1.5561,   0.40833,   0.00000,   0.24108,   0.01000,    9.9742
     234,      93,0.29687500,    1.6785,   0.46922,   0.00000,   0.21800,   0.01200,   10.0149
     234,      94,0.46875000,    1.5049,   0.28375,   0.00000,   0.19780,   0.00499,    9.2625
     234,      95,0.45312500,    1.4699,   0.25312,   0.00000,   0.16314,   0.00403,   10.3086
     247,      96,0.43750000,    1.5020,   0.44815,   0.16400,   0.20900,   0.01100,   10.6506
     247,      97,0.42187500,    1.7193,   0.36700,   0.00000,   0.19800,   0.01200,    9.9442
     247,      98,0.42187500,    1.5966,   0.40916,   0.00000,   0.19058,   0.00500,   10.8777
     247,      99,0.46875000,    1.4070,   0.32155,   0.00000,   0.15700,   0.04900,   10.2111
     247,     100,0.45312500,    1.5170,   0.39700,   0.00000,   0.25100,   0.01100,    9.7269
     261,     101,0.40625000,    1.6571,   0.28957,   0.15000,   0.16367,   0.00501,   10.4893
     261,     102,0.48437500,    1.5469,   0.23500,   0.00000,   0.14000,   0.00500,   10.3062
     261,     103,0.31250000,    1.6982,   0.49247,   0.00000,   0.14400,   0.00500,   11.1727
     261,     104,0.53125000,    1.5159,   0.18600,   0.00000,   0.10391,   0.00400,   10.7498
     261,     105,0.31250000,    1.5926,   0.25100,   0.00000,   0.15300,   0.00500,    9.5518
     273,     106,0.39062500,    1.7014,   0.37000,   0.20900,   0.16200,   0.01300,   10.2232
     273,     107,0.51562500,    1.4784,   0.41299,   0.00000,   0.24949,   0.01200,   11.8383
     273,     108,0.39062500,    1.6534,   0.33033,   0.00000,   0.19600,   0.00500,   11.3228
     273,     109,0.48437500,    1.6569,   0.39004,   0.00000,   0.18700,   0.00700,   10.4515
     273,     110,0.50000000,    1.5718,   0.35503,   0.00000,   0.23691,   0.01141,   10.3328
     286,     111,0.62500000,    1.3799,   0.39301,   0.19301,   0.23058,   0.01201,   10.0495
     286,     112,0.39062500,    1.7607,   0.34316,   0.00000,   0.22177,   0.00900,   10.0623
     286,     113,0.40625000,    1.5083,   0.43477,   0.00000,   0.17000,   0.00401,   10.2539
     286,     114,0.45312500,    1.6087,   0.37469,   0.00000,   0.22999,   0.01200,   10.3136
     286,     115,0.50000000,    1.4077,   0.38100,   0.00000,   0.19355,   0.00600,   10.6223
     299,     116,0.34375000,    1.6440,   0.42731,   0.15400,   0.22200,   0.01200,   10.6047
     299,     117,0.35937500,    1.5897,   0.44257,   0.00000,   0.19800,   0.00500,   12.0640
     299,     118,0.51562500,    1.4407,   0.40927,   0.00000,   0.25477,   0.01104,   10.4815
     299,     119,0.46875000,    1.5767,   0.34829,   0.00000,   0.18900,   0.00600,   10.2384
     299,     120,0.48437500,    1.4756,   0.31108,   0.00000,   0.13810,   0.00500,   10.1397
     313,     121,0.48437500,    1.4378,   0.25406,   0.16802,   0.19298,   0.01200,   10.2607
     313,     122,0.40625000,    1.6315,   0.32899,   0.00000,   0.14000,   0.00400,    9.8639
     313,     123,0.50000000,    1.4301,   0.33889,   0.00100,   0.21900,   0.00800,    9.5512
     313,     124,0.48437500,    1.4311,   0.29052,   0.00000,   0.18078,   0.00600,    9.1653
     313,     125,0.43750000,    1.3842,   0.41613,   0.00000,   0.18400,   0.00700,    9.9832
     325,     126,0.56250000,    1.3110,   0.41491,   0.35204,   0.18602,   0.00500,   10.3232
     325,     127,0.53125000,    1.2837,   0.32500,   0.00000,   0.18156,   0.01200,    9.3643
     325,     128,0.43750000,    1.5609,   0.39839,   0.00000,   0.24560,   0.01200,    9.9668
     325,     129,0.53125000,    1.3410,   0.31900,   0.00000,   0.21000,   0.00500,   10.3009
     325,     130,0.50000000,    1.3480,   0.34108,   0.00000,   0.14852,   0.00401,   11.2308
     338,     131,0.50000000,    1.4300,   0.23314,   0.16703,   0.14600,   0.00600,   10.3512
     338,     132,0.43750000,    1.4370,   0.30399,   0.00000,   0.18000,   0.00601,    9.3831
     338,     133,0.45312500,    1.5953,   0.38673,   0.00000,   0.14800,   0.00400,    9.9863
     338,     134,0.57812500,    1.2717,   0.26425,   0.00000,   0.14132,   0.00700,   10.3069
     338,     135,0.45312500,    1.4604,   0.17900,   0.00000,   0.13100,   0.00500,    9.2423
     349,     136,0.62500000,    1.3280,   0.40107,   0.17700,   0.14428,   0.00600,   10.4155
     349,     137,0.39062500,    1.6185,   0.32126,   0.00000,   0.16302,   0.01900,   10.3057
     349,     138,0.48437500,    1.5466,   0.38000,   0.00000,   0.23310,   0.01000,   10.5476
     349,     139,0.35937500,    1.4728,   0.39026,   0.00000,   0.19500,   0.00500,   10.5496
     349,     140,0.57812500,    1.2804,   0.32959,   0.00000,   0.18307,   0.00500,   10.4415
     362,     141,0.40625000,    1.4264,   0.22330,   0.17290,   0.13007,   0.00500,    9.4364
     362,     142,0.40625000,    1.5307,   0.31810,   0.00000,   0.15252,   0.00502,   10.0406
     362,     143,0.50000000,    1.4617,   0.27041,   0.00000,   0.18021,   0.00500,   10.0999
     362,     144,0.39062500,    1.6647,   0.27463,   0.00000,   0.18073,   0.00501,   10.7134
     362,     145,0.50000000,    1.4639,   0.39616,   0.00000,   0.14502,   0.00400,   10.2635
     374,     146,0.48437500,    1.3357,   0.19134,   0.21285,   0.14358,   0.04852,    9.2609
     374,     147,0.50000000,    1.4574,   0.42241,   0.00000,   0.12446,   0.00699,   10.3290
     374,     148,0.46875000,    1.4334,   0.33655,   0.00000,   0.10535,   0.00400,   10.5984
     374,     149,0.51562500,    1.2745,   0.26972,   0.00000,   0.14024,   0.00413,    9.7134
     374,     150,0.54687500,    1.3834,   0.38051,   0.00000,   0.15382,   0.00604,   10.1163
     385,     151,0.60937500,    1.1756,   0.29455,   0.18524,   0.10905,   0.00400,   10.3345
     385,     152,0.54687500,    1.4254,   0.22330,   0.00000,   0.14468,   0.00804,   10.0343
     385,     153,0.45312500,    1.4201,   0.37860,   0.00000,   0.12661,   0.04921,   10.0320
     385,     154,0.46875000,    1.5264,   0.40731,   0.00000,   0.22764,   0.01100,    9.6930
     385,     155,0.42187500,    1.4928,   0.39600,   0.00000,   0.22927,   0.01500,    9.6942
     398,     156,0.50000000,    1.3470,   0.28064,   0.15099,   0.11100,   0.00400,   10.7546
     398,     157,0.65625000,    1.1717,   0.22900,   0.00000,   0.14200,   0.00400,   10.5714
     398,     158,0.46875000,    1.4072,   0.32400,   0.00000,   0.13400,   0.00600,    9.6481
     398,     159,0.42187500,    1.4875,   0.39800,   0.00000,   0.19113,   0.00900,   10.5964
     398,     160,0.51562500,    1.5219,   0.28724,   0.00000,   0.18600,   0.00600,    9.5626
     410,     161,0.64062500,    1.2153,   0.44900,   0.18200,   0.21200,   0.01300,   10.5303
     410,     162,0.45312500,    1.3433,   0.44132,   0.00000,   0.20100,   0.00500,   10.1712
     410,     163,0.42187500,    1.5524,   0.32507,   0.00000,   0.16100,   0.00500,    9.7339
     410,     164,0.43750000,    1.4790,   0.39400,   0.00000,   0.24199,   0.01100,   10.0283
     410,     165,0.51562500,    1.4253,   0.31632,   0.00000,   0.19100,   0.00500,    9.6687
     423,     166,0.59375000,    1.2275,   0.51662,   0.16600,   0.20300,   0.01300,    9.6308
     423,     167,0.51562500,    1.2270,   0.33995,   0.00000,   0.19352,   0.00600,   10.3735
     423,     168,0.53125000,    1.2017,   0.48058,   0.00000,   0.25900,   0.00500,   10.2542
     423,     169,0.50000000,    1.3786,   0.20400,   0.00000,   0.13599,   0.01300,   10.4580
     423,     170,0.70312500,    1.1266,   0.24312,   0.00000,   0.12700,   0.01100,   10.2549
     436,     171,0.59375000,    1.2353,   0.44621,   0.21914,   0.21986,   0.00600,   10.0627
     436,     172,0.62500000,    1.2182,   0.33963,   0.00000,   0.23281,   0.01100,    8.9243
     436,     173,0.64062500,    1.2908,   0.30930,   0.00000,   0.20100,   0.00500,   10.3932
     436,     174,0.51562500,    1.4291,   0.37300,   0.00000,   0.18197,   0.00500,   10.4829
     436,     175,0.40625000,    1.5451,   0.26467,   0.00000,   0.18501,   0.00499,    8.9420
     449,     176,0.48437500,    1.4230,   0.28300,   0.19700,   0.14000,   0.00500,   10.5035
     449,     177,0.46875000,    1.3623,   0.31571,   0.00000,   0.11200,   0.00400,   10.5936
     449,     178,0.54687500,    1.2763,   0.27497,   0.00000,   0.17700,   0.00500,   10.4402
     449,     179,0.53125000,    1.3783,   0.44164,   0.00000,   0.16806,   0.00399,   10.4495
     449,     180,0.56250000,    1.2661,   0.32500,   0.00000,   0.13831,   0.01100,   10.1429
     461,     181,0.50000000,    1.3957,   0.40198,   0.16700,   0.20894,   0.01200,    9.9651
     461,     182,0.59375000,    1.1495,   0.32991,   0.00000,   0.21600,   0.00500,    9.6943
     461,     183,0.57812500,    1.2339,   0.29566,   0.00000,   0.17700,   0.00500,   10.5727
     461,     184,0.56250000,    1.2690,   0.44766,   0.00000,   0.16700,   0.00500,   10.2985
     461,     185,0.51562500,    1.2090,   0.24000,   0.00000,   0.16400,   0.00500,    9.4210
     474,     186,0.48437500,    1.3223,   0.42958,   0.17800,   0.20600,   0.01100,   10.1609
     474,     187,0.65625000,    1.1331,   0.34100,   0.00000,   0.18000,   0.00500,   10.1474
     474,     188,0.51562500,    1.1843,   0.27600,   0.00000,   0.16257,   0.00500,    9.6614
     474,     189,0.53125000,    1.2562,   0.39392,   0.00000,   0.17568,   0.00600,    9.7166
     474,     190,0.68750000,    1.1091,   0.29926,   0.00000,   0.18948,   0.00904,   10.1613
     487,     191,0.51562500,    1.2605,   0.40114,   0.16631,   0.20800,   0.01200,   10.5003
     487,     192,0.48437500,    1.3730,   0.30700,   0.00000,   0.19900,   0.00700,   10.0215
     487,     193,0.60937500,    1.1420,   0.35606,   0.00000,   0.20824,   0.00500,    9.7579
     487,     194,0.53125000,    1.2712,   0.36800,   0.00000,   0.22360,   0.01200,    9.6438
     487,     195,0.56250000,    1.3111,   0.37299,   0.00000,   0.20866,   0.01001,    9.8880
     500,     196,0.54687500,    1.4445,   0.35543,   0.17400,   0.18100,   0.01200,    9.3907
     500,     197,0.62500000,    1.2643,   0.37400,   0.00000,   0.22800,   0.01100,    9.7968
     500,     198,0.51562500,    1.4094,   0.46520,   0.00000,   0.19958,   0.01200,   10.1537
     500,     199,0.67187500,    1.0614,   0.25011,   0.00000,   0.14607,   0.00400,   10.3213
     500,     200,0.59375000,    1.1268,   0.27401,   0.00000,   0.15319,   0.00600,    9.6095
     513,     201,0.43750000,    1.4517,   0.43834,   0.17099,   0.22900,   0.01100,    9.6828
     513,     202,0.37500000,    1.4930,   0.36701,   0.00000,   0.21598,   0.01200,   10.2514
     513,     203,0.53125000,    1.3376,   0.46050,   0.00000,   0.20099,   0.00500,    9.4544
     513,     204,0.56250000,    1.3328,   0.19400,   0.00000,   0.14500,   0.00600,    9.9388
     513,     205,0.76562500,    1.0350,   0.30500,   0.00000,   0.19967,   0.01500,   10.1824
     526,     206,0.53125000,    1.3300,   0.39160,   0.17800,   0.22000,   0.01200,    8.9610
     526,     207,0.65625000,    1.1809,   0.33507,   0.00000,   0.19800,   0.00500,    9.0040
     526,     208,0.48437500,    1.2621,   0.36842,   0.00000,   0.18100,   0.00500,   10.0533
     526,     209,0.56250000,    1.2523,   0.19276,   0.00000,   0.12290,   0.00500,   10.1397
     526,     210,0.54687500,    1.2601,   0.33929,   0.00000,   0.13467,   0.00700,   10.3953
     539,     211,0.64062500,    1.3007,   0.40168,   0.24283,   0.10986,   0.00500,   10.2894
     539,     212,0.48437500,    1.2482,   0.37538,   0.00000,   0.22863,   0.01200,   10.4031
     539,     213,0.68750000,    1.1241,   0.35800,   0.00000,   0.21029,   0.00599,    9.8109
     539,     214,0.57812500,    1.1644,   0.26422,   0.00000,   0.15903,   0.00700,    9.8343
     539,     215,0.51562500,    1.3054,   0.37629,   0.00000,   0.20713,   0.01300,   11.9012
     552,     216,0.43750000,    1.4499,   0.31711,   0.20200,   0.16100,   0.01200,    9.5651
     552,     217,0.59375000,    1.1951,   0.43267,   0.00000,   0.23955,   0.01100,   10.0290
     552,     218,0.53125000,    1.2299,   0.48683,   0.00000,   0.18100,   0.00500,    9.5638
     552,     219,0.53125000,    1.2153,   0.32152,   0.00000,   0.20000,   0.00500,    9.6237
     552,     220,0.50000000,    1.4650,   0.25714,   0.00000,   0.17100,   0.00400,    9.8978
     565,     221,0.51562500,    1.2934,   0.40021,   0.17616,   0.11799,   0.00700,    9.6666
     565,     222,0.53125000,    1.2717,   0.38607,   0.00000,   0.22501,   0.01199,   10.5278
     565,     223,0.53125000,    1.4191,   0.52998,   0.00000,   0.20800,   0.01100,   10.0089
     565,     224,0.64062500,    1.1313,   0.27533,   0.00000,   0.15699,   0.00400,   10.0003
     565,     225,0.53125000,    1.2468,   0.25117,   0.00000,   0.14300,   0.00600,    9.8668
     578,     226,0.50000000,    1.2925,   0.45400,   0.16799,   0.19600,   0.01200,    9.8371
     578,     227,0.48437500,    1.2860,   0.34100,   0.00000,   0.23057,   0.01200,    8.9317
     578,     228,0.50000000,    1.4077,   0.34699,   0.00000,   0.20000,   0.00601,   11.6874
     578,     229,0.54687500,    1.2076,   0.30100,   0.00000,   0.16313,   0.00700,    9.3014
     578,     230,0.59375000,    1.2856,   0.29603,   0.00000,   0.16895,   0.00500,    9.7306
     591,     231,0.62500000,    1.1340,   0.42000,   0.17412,   0.15900,   0.00600,    9.8898
     591,     232,0.57812500,    1.2274,   0.33289,   0.00000,   0.24300,   0.01200,    8.7504
     591,     233,0.56250000,    1.2348,   0.38377,   0.00000,   0.19799,   0.00800,    9.5116
     591,     234,0.50000000,    1.2514,   0.30748,   0.00000,   0.10400,   0.00500,    9.6021
     591,     235,0.64062500,    1.0029,   0.30566,   0.00000,   0.16700,   0.00500,    9.5092
     604,     236,0.46875000,    1.2753,   0.44399,   0.20500,   0.18289,   0.01005,    9.8229
     604,     237,0.51562500,    1.1753,   0.29802,   0.00000,   0.20000,   0.00600,    9.4142
     604,     238,0.65625000,    1.0294,   0.28200,   0.00000,   0.19400,   0.00400,    9.8050
     604,     239,0.51562500,    1.3148,   0.45479,   0.00000,   0.18700,   0.00600,    9.4484
     604,     240,0.59375000,    1.1986,   0.28743,   0.00000,   0.17899,   0.00500,    9.2415
     617,     241,0.64062500,    1.0912,   0.33161,   0.15488,   0.13207,   0.01200,   11.0213
     617,     242,0.46875000,    1.5792,   0.39502,   0.00000,   0.22100,   0.01400,    8.6449
     617,     243,0.48437500,    1.4690,   0.35036,   0.00000,   0.19081,   0.00500,    9.8655
     617,     244,0.60937500,    1.2287,   0.39642,   0.00000,   0.23602,   0.01300,    9.6141
     617,     245,0.53125000,    1.1806,   0.33061,   0.00000,   0.18900,   0.00600,    9.1045
     630,     246,0.57812500,    1.2341,   0.48552,   0.16200,   0.17980,   0.01104,    9.2589
     630,     247,0.56250000,    1.2182,   0.35172,   0.00000,   0.18000,   0.00500,    9.1347
     630,     248,0.50000000,    1.1820,   0.42100,   0.00000,   0.25200,   0.01100,    9.3298
     630,     249,0.50000000,    1.4193,   0.29927,   0.00000,   0.16900,   0.00400,   10.1955
     630,     250,0.54687500,    1.1814,   0.29608,   0.00000,   0.16700,   0.00600,    9.9425
     643,     251,0.60937500,    1.1486,   0.49103,   0.17800,   0.24627,   0.01200,    9.9155
     643,     252,0.56250000,    1.3375,   0.37220,   0.00000,   0.23700,   0.01000,    9.0047
     643,     253,0.53125000,    1.3208,   0.39400,   0.00000,   0.19000,   0.00400,    8.8111
     643,     254,0.50000000,    1.2246,   0.22313,   0.00000,   0.10200,   0.00400,   10.0206
     643,     255,0.48437500,    1.2902,   0.30744,   0.00100,   0.16300,   0.00700,    9.1351
     656,     256,0.51562500,    1.2457,   0.22570,   0.17400,   0.14000,   0.00600,    9.8155
     656,     257,0.54687500,    1.3906,   0.30500,   0.00000,   0.19300,   0.01000,   10.2700
     656,     258,0.54687500,    1.1773,   0.31510,   0.00000,   0.17100,   0.00500,    9.1480
     656,     259,0.56250000,    1.2241,   0.44100,   0.00000,   0.17099,   0.00600,    9.9751
     656,     260,0.56250000,    1.3908,   0.46283,   0.00000,   0.21817,   0.01200,    9.5258
     669,     261,0.46875000,    1.4705,   0.56435,   0.18402,   0.16766,   0.00499,   10.4052
     669,     262,0.56250000,    1.2543,   0.21300,   0.00000,   0.12900,   0.00500,    9.3701
     669,     263,0.67187500,    1.1392,   0.43500,   0.00000,   0.21858,   0.01100,    9.0793
     669,     264,0.53125000,    1.4177,   0.43655,   0.00000,   0.21301,   0.00703,    9.2034
     669,     265,0.67187500,    1.0640,   0.35999,   0.00000,   0.23101,   0.01200,    9.8991
     682,     266,0.48437500,    1.4004,   0.43900,   0.16900,   0.17300,   0.01309,   10.1552
     682,     267,0.62500000,    1.1424,   0.29856,   0.00000,   0.21100,   0.00700,    9.3152
     682,     268,0.53125000,    1.3265,   0.36594,   0.00000,   0.21371,   0.00500,    9.3686
     682,     269,0.62500000,    1.0538,   0.40036,   0.00000,   0.22699,   0.01700,   10.4798
     682,     270,0.42187500,    1.4122,   0.32833,   0.00000,   0.16900,   0.00500,    9.5902
     695,     271,0.51562500,    1.3761,   0.40100,   0.17100,   0.16783,   0.01500,    9.5987
     695,     272,0.57812500,    1.3216,   0.37272,   0.00000,   0.20000,   0.00500,    9.6327
     695,     273,0.51562500,    1.2882,   0.47500,   0.00000,   0.24800,   0.01200,   11.9831
     695,     274,0.57812500,    1.1358,   0.33662,   0.00000,   0.20071,   0.00500,    9.8072
     695,     275,0.65625000,    1.0122,   0.41607,   0.00000,   0.18008,   0.00400,    9.8784
     708,     276,0.53125000,    1.3674,   0.39366,   0.12381,   0.24010,   0.01099,    9.7404
     708,     277,0.64062500,    1.1169,   0.27667,   0.00000,   0.20305,   0.01100,    9.8253
     708,     278,0.50000000,    1.6581,   0.31100,   0.00000,   0.12065,   0.00401,   10.2916
     708,     279,0.59375000,    1.0998,   0.44898,   0.00000,   0.20919,   0.01413,    9.4935
     708,     280,0.54687500,    1.2875,   0.42415,   0.00000,   0.19818,   0.00553,    8.9276
     721,     281,0.45312500,    1.4876,   0.21060,   0.15241,   0.14763,   0.00552,   10.0788
     721,     282,0.65625000,    1.0927,   0.30481,   0.00000,   0.17401,   0.00500,    9.6548
     721,     283,0.57812500,    1.1642,   0.34758,   0.00000,   0.18090,   0.00500,    9.2898
     721,     284,0.56250000,    1.1837,   0.38159,   0.00000,   0.20760,   0.01400,   10.8624
     721,     285,0.53125000,    1.3765,   0.45289,   0.00000,   0.25159,   0.01200,   10.1634
     734,     286,0.56250000,    1.2546,   0.25425,   0.14281,   0.14590,   0.00500,   10.1440
     734,     287,0.54687500,    1.2560,   0.30594,   0.00000,   0.17783,   0.00600,   11.0857
     734,     288,0.50000000,    1.3926,   0.47199,   0.00000,   0.21446,   0.00468,   10.6633
     734,     289,0.60937500,    1.0882,   0.38800,   0.00000,   0.23399,   0.01201,   11.2117
