 param_v,     stp,     trn_a,     trn_l, time_send, time_recv, time_calc, time_eval,     grd_n
     282,      46,0.31250000,    1.8350,   0.18558,   0.12106,   1.06032,   0.00200,    9.2554
     282,      47,0.32812500,    1.8723,   0.34113,   0.00000,   1.05793,   0.00400,    9.5666
     282,      48,0.28125000,    1.9289,   0.41500,   0.00000,   1.07489,   0.00200,    9.9431
     282,      49,0.29687500,    1.9419,   0.43556,   0.00000,   1.05087,   0.00200,   10.0907
     282,      50,0.29687500,    1.9656,   0.34366,   0.00000,   1.02426,   0.00300,    9.5574
     311,      51,0.28125000,    2.0186,   0.20600,   0.14107,   1.08404,   0.00200,    9.9659
     311,      52,0.23437500,    1.9018,   0.43413,   0.00000,   1.05218,   0.00300,    9.6227
     311,      53,0.34375000,    1.8990,   0.40500,   0.00000,   1.26354,   0.00500,    9.7210
     311,      54,0.35937500,    1.8574,   0.42509,   0.00000,   1.05951,   0.00300,    9.0806
     311,      55,0.45312500,    1.6249,   0.45300,   0.00000,   1.08016,   0.00300,   10.1819
     344,      56,0.31250000,    1.9769,   0.50409,   0.14078,   1.09574,   0.00400,   10.2691
     344,      57,0.39062500,    1.8344,   0.42612,   0.00000,   1.04836,   0.00300,   10.3051
     344,      58,0.34375000,    1.8375,   0.35923,   0.00000,   1.08204,   0.00400,    9.6089
     344,      59,0.31250000,    2.0060,   0.41592,   0.00000,   1.06541,   0.00400,    9.5328
     344,      60,0.32812500,    1.8710,   0.51605,   0.00000,   1.10155,   0.00355,    9.8772
     380,      61,0.29687500,    1.8479,   0.36548,   0.13199,   1.05228,   0.00300,   10.6144
     380,      62,0.34375000,    1.9748,   0.19493,   0.00000,   1.07789,   0.00300,    9.5599
     380,      63,0.26562500,    1.8383,   0.43763,   0.00000,   1.06801,   0.00300,    9.7236
     380,      64,0.29687500,    1.9033,   0.45400,   0.00000,   1.11812,   0.00400,   10.5780
     380,      65,0.25000000,    1.9565,   0.29600,   0.00000,   1.05524,   0.00300,   10.1664
     414,      66,0.28125000,    2.1678,   0.33600,   0.13501,   1.07432,   0.00300,   10.2557
     414,      67,0.32812500,    1.8729,   0.43862,   0.00000,   1.07532,   0.00300,   10.1119
     414,      68,0.29687500,    1.9107,   0.42000,   0.00000,   1.02842,   0.00300,   10.0085
     414,      69,0.31250000,    1.9049,   0.50202,   0.00000,   1.06913,   0.00200,   10.5887
     414,      70,0.29687500,    1.9555,   0.25099,   0.00000,   1.05292,   0.00301,    8.7791
     445,      71,0.32812500,    1.8611,   0.28800,   0.11905,   1.09862,   0.00300,   10.3857
     445,      72,0.34375000,    1.8847,   0.41282,   0.00000,   1.05887,   0.00300,    9.9938
     445,      73,0.29687500,    1.6962,   0.22600,   0.00000,   1.04392,   0.00200,   10.1402
     445,      74,0.29687500,    1.6831,   0.53366,   0.00000,   1.05055,   0.00300,   10.6282
     445,      75,0.39062500,    1.5650,   0.24700,   0.00000,   1.05758,   0.00300,   10.4338
     478,      76,0.34375000,    1.9389,   0.30799,   0.12505,   1.04990,   0.00400,   10.0605
     478,      77,0.37500000,    1.8699,   0.23900,   0.00000,   1.07646,   0.00300,    9.0610
     478,      78,0.28125000,    1.7416,   0.29760,   0.00000,   1.04930,   0.00300,    9.3883
     478,      79,0.35937500,    1.9106,   0.20000,   0.00000,   1.02365,   0.00300,   10.1780
     478,      80,0.50000000,    1.5256,   0.45354,   0.00000,   1.07043,   0.00358,   10.2619
     508,      81,0.32812500,    1.7170,   0.24000,   0.13173,   1.09626,   0.00400,   11.0604
     508,      82,0.26562500,    1.8782,   0.55450,   0.00000,   1.06734,   0.00300,   10.2435
     508,      83,0.45312500,    1.6496,   0.18700,   0.00000,   1.07167,   0.00400,    9.7353
     508,      84,0.31250000,    1.8131,   0.33222,   0.00000,   1.05765,   0.00400,    9.7519
     508,      85,0.29687500,    2.0110,   0.32535,   0.00000,   1.08827,   0.00253,    9.9612
     541,      86,0.39062500,    1.6846,   0.31404,   0.12155,   1.04579,   0.00300,   10.1279
     541,      87,0.45312500,    1.4722,   0.23500,   0.00000,   1.10769,   0.00300,    9.8146
     541,      88,0.42187500,    1.6803,   0.51181,   0.00000,   1.06832,   0.00300,   11.7645
     541,      89,0.28125000,    1.8744,   0.43130,   0.00000,   1.04368,   0.00200,   10.1868
     541,      90,0.42187500,    1.5762,   0.47398,   0.00000,   1.04614,   0.00400,   10.3657
     573,      91,0.32812500,    1.6673,   0.51000,   0.14200,   1.08749,   0.00400,    9.3887
     573,      92,0.42187500,    1.6278,   0.22313,   0.00000,   1.06157,   0.00300,    9.9573
     573,      93,0.26562500,    1.7904,   0.38900,   0.00000,   1.09910,   0.00300,    9.8570
     573,      94,0.42187500,    1.5707,   0.39156,   0.00000,   1.07164,   0.00300,    9.9427
     573,      95,0.48437500,    1.6210,   0.51004,   0.00000,   1.07647,   0.00300,    9.5265
     608,      96,0.42187500,    1.5512,   0.45978,   0.13504,   1.03596,   0.00300,   10.0485
     608,      97,0.48437500,    1.7840,   0.17800,   0.00000,   1.09899,   0.00300,    8.5571
     608,      98,0.34375000,    1.7706,   0.30700,   0.00000,   1.07719,   0.00300,   10.2349
     608,      99,0.35937500,    1.5734,   0.56956,   0.00000,   1.05882,   0.00300,   10.3743
     608,     100,0.34375000,    1.7798,   0.21600,   0.00000,   1.03372,   0.00300,    9.9487
     639,     101,0.35937500,    1.5588,   0.47403,   0.14262,   1.08300,   0.00400,   10.1666
     639,     102,0.32812500,    1.8196,   0.49013,   0.00000,   1.03219,   0.00300,    9.8636
     639,     103,0.26562500,    1.8025,   0.20600,   0.00000,   1.07115,   0.00200,   10.1053
     639,     104,0.42187500,    1.6678,   0.44200,   0.00000,   1.06009,   0.00300,    9.7497
     639,     105,0.32812500,    1.7191,   0.55821,   0.00000,   1.05381,   0.00200,    9.1001
     672,     106,0.39062500,    1.8626,   0.48061,   0.14404,   1.04754,   0.00300,    9.6419
     672,     107,0.32812500,    1.6886,   0.30700,   0.00000,   1.09407,   0.00300,   10.6245
     672,     108,0.40625000,    1.8459,   0.20500,   0.00000,   1.05720,   0.00300,    9.9322
     672,     109,0.40625000,    1.6089,   0.30283,   0.00000,   1.05268,   0.00300,    9.8886
     672,     110,0.45312500,    1.5906,   0.22900,   0.00000,   1.05871,   0.00400,    9.3956
     702,     111,0.31250000,    1.9051,   0.48412,   0.11705,   1.03819,   0.00300,    9.6664
     702,     112,0.32812500,    1.7919,   0.32360,   0.00000,   1.05854,   0.00404,    8.9439
     702,     113,0.45312500,    1.5843,   0.43408,   0.00000,   1.06940,   0.00316,    9.9766
     702,     114,0.35937500,    1.7357,   0.40776,   0.00000,   1.12387,   0.00400,    8.3698
     702,     115,0.43750000,    1.6170,   0.34499,   0.00000,   1.04224,   0.00300,   11.9259
     735,     116,0.37500000,    1.8612,   0.44922,   0.16244,   1.05335,   0.00405,    9.3951
     735,     117,0.46875000,    1.8089,   0.33046,   0.00000,   1.04958,   0.00300,    9.8831
     735,     118,0.45312500,    1.7563,   0.45307,   0.00000,   1.07903,   0.00300,    9.3941
     735,     119,0.34375000,    1.6806,   0.56902,   0.00000,   1.09616,   0.00300,    9.2635
     735,     120,0.39062500,    1.5350,   0.21157,   0.00000,   1.06708,   0.00300,   10.4457
     767,     121,0.43750000,    1.4643,   0.48134,   0.13209,   1.03470,   0.00300,    9.4012
     767,     122,0.37500000,    1.6891,   0.47531,   0.00000,   1.09755,   0.00300,    9.7270
     767,     123,0.32812500,    1.6522,   0.44457,   0.00000,   1.06840,   0.00300,    9.3272
     767,     124,0.34375000,    1.6858,   0.51308,   0.00000,   1.07366,   0.00300,   10.0563
     767,     125,0.53125000,    1.4000,   7.90774,   0.00000,   1.05050,   0.00400,    9.3088
     803,     126,0.39062500,    1.5671,   0.38357,   0.13210,   1.04220,   0.00300,    9.8708
     803,     127,0.45312500,    1.7008,   0.19363,   0.00000,   1.06886,   0.00300,    9.1983
     803,     128,0.34375000,    1.6567,   0.40391,   0.00000,   1.05474,   0.00300,    9.7982
     803,     129,0.53125000,    1.4351,   0.43831,   0.00000,   1.10971,   0.00300,    9.5558
     803,     130,0.28125000,    1.7679,   0.45513,   0.00000,   1.06407,   0.00300,    9.8094
     835,     131,0.39062500,    1.6924,   0.37400,   0.14004,   1.07700,   0.00400,    9.6645
     835,     132,0.51562500,    1.5923,   0.48931,   0.00000,   1.09923,   0.00300,    9.8339
     835,     133,0.40625000,    1.6622,   0.25597,   0.00000,   1.07444,   0.00251,    9.1128
     835,     134,0.48437500,    1.3543,   0.53831,   0.00000,   1.05741,   0.00300,    9.8244
     835,     135,0.37500000,    1.6822,   0.36922,   0.00000,   1.06388,   0.00352,    9.7371
     868,     136,0.35937500,    1.6595,   0.23109,   0.12116,   1.07391,   0.00300,    9.5296
     868,     137,0.40625000,    1.6775,   0.22326,   0.00000,   1.07040,   0.00254,    9.5475
     868,     138,0.34375000,    2.0133,   0.19891,   0.00000,   1.04808,   0.00400,    9.6850
     868,     139,0.35937500,    1.6329,   0.44805,   0.00000,   1.06893,   0.00300,    9.8103
     868,     140,0.46875000,    1.5467,   0.48059,   0.00000,   1.07000,   0.00300,    9.4421
     898,     141,0.37500000,    1.7919,   0.39508,   0.13501,   1.03953,   0.00300,    8.6545
     898,     142,0.43750000,    1.6871,   0.39152,   0.00000,   1.05200,   0.00200,    9.8287
     898,     143,0.43750000,    1.6664,   0.38506,   0.00000,   1.06693,   0.00400,    9.3083
     898,     144,0.31250000,    1.8705,   0.19605,   0.00000,   1.08467,   0.00300,    8.8957
     898,     145,0.43750000,    1.6904,   0.41710,   0.00000,   1.09051,   0.00300,   10.3203
     933,     146,0.51562500,    1.5183,   0.22805,   0.14809,   1.09715,   0.00200,    9.4247
     933,     147,0.34375000,    1.7538,   0.49524,   0.00000,   1.05316,   0.00300,    9.9958
     933,     148,0.43750000,    1.5524,   0.45216,   0.00000,   1.03318,   0.00400,   10.6716
     933,     149,0.53125000,    1.4835,   0.32500,   0.00000,   1.04812,   0.00297,    9.4435
     933,     150,0.50000000,    1.5303,   0.43607,   0.00000,   1.07518,   0.00300,    9.4292
     968,     151,0.46875000,    1.4288,   0.19600,   0.20200,   1.05999,   0.00300,    9.8959
     968,     152,0.48437500,    1.5937,   0.35489,   0.00000,   1.05400,   0.00300,    9.9497
     968,     153,0.40625000,    1.5993,   0.23900,   0.00000,   1.04012,   0.00300,    9.0766
     968,     154,0.35937500,    1.7390,   0.40289,   0.00000,   1.04021,   0.00300,   10.2577
     968,     155,0.48437500,    1.6582,   0.17400,   0.00000,   1.06691,   0.00400,    9.5508
     998,     156,0.46875000,    1.5106,   0.36100,   0.11757,   1.06853,   0.00400,    9.8600
     998,     157,0.51562500,    1.2408,   0.48863,   0.00000,   1.08789,   0.00300,   10.6792
     998,     158,0.39062500,    1.7340,   0.18800,   0.00000,   1.07113,   0.00300,    9.1223
     998,     159,0.46875000,    1.8796,   0.44349,   0.00000,   1.06306,   0.00368,    9.8396
     998,     160,0.42187500,    1.6922,   0.35113,   0.00000,   1.08881,   0.00300,    8.8799
    1030,     161,0.51562500,    1.4436,   0.41394,   0.12987,   1.05494,   0.00300,    9.3534
    1030,     162,0.40625000,    1.6797,   0.35721,   0.00000,   1.10808,   0.00300,    9.6243
    1030,     163,0.37500000,    1.7647,   0.41762,   0.00000,   1.06282,   0.00300,    9.5382
    1030,     164,0.42187500,    1.6209,   0.46205,   0.00000,   1.07946,   0.00400,    9.4617
    1030,     165,0.37500000,    1.7177,   0.22210,   0.00000,   1.05704,   0.00200,    9.1153
    1063,     166,0.42187500,    1.5884,   0.52200,   0.14674,   1.09714,   0.00300,   12.2299
    1063,     167,0.39062500,    1.6994,   0.54571,   0.00000,   1.07411,   0.00300,    9.5128
    1063,     168,0.45312500,    1.4368,   0.42200,   0.00000,   1.06756,   0.00300,    9.4404
    1063,     169,0.45312500,    1.5537,   0.30500,   0.00000,   1.08168,   0.00400,    9.2721
    1063,     170,0.46875000,    1.3586,   0.51760,   0.00000,   1.07175,   0.00300,    9.9532
    1096,     171,0.43750000,    1.4234,   0.38300,   0.15339,   1.06595,   0.00300,    8.9275
    1096,     172,0.53125000,    1.3605,   0.40178,   0.00000,   1.18164,   0.00400,    9.5676
    1096,     173,0.54687500,    1.5880,   0.50207,   0.00000,   1.38081,   0.00400,   10.1661
    1096,     174,0.34375000,    1.8507,   0.45930,   0.00000,   1.15905,   0.00300,    9.2941
    1096,     175,0.39062500,    1.8885,   0.45914,   0.00000,   1.15190,   0.00300,    9.7536
    1131,     176,0.48437500,    1.3585,   0.45132,   0.15804,   1.13905,   0.00300,    9.4731
    1131,     177,0.48437500,    1.4884,   0.31800,   0.00000,   1.11086,   0.00300,    9.3695
    1131,     178,0.43750000,    1.3706,   0.27933,   0.00000,   1.18614,   0.00400,    9.4917
    1131,     179,0.46875000,    1.5365,   0.46874,   0.00000,   1.13543,   0.00400,    9.1084
    1131,     180,0.42187500,    1.5324,   0.44419,   0.00000,   1.18022,   0.00300,    9.7564
    1164,     181,0.48437500,    1.4253,   0.26100,   0.15600,   1.11116,   0.00400,    9.3911
    1164,     182,0.53125000,    1.3229,   0.45925,   0.00000,   1.05475,   0.00300,    9.2031
    1164,     183,0.50000000,    1.4174,   0.27341,   0.00000,   1.09708,   0.00300,    9.6234
    1164,     184,0.48437500,    1.3286,   0.51213,   0.00000,   1.05329,   0.00300,    9.4012
    1164,     185,0.59375000,    1.2037,   0.21516,   0.00000,   1.04234,   0.00300,    9.3717
    1196,     186,0.46875000,    1.4757,   0.40807,   0.12817,   1.05440,   0.00300,    9.2034
    1196,     187,0.62500000,    0.9583,   0.26344,   0.00000,   1.09586,   0.00400,    9.0836
    1196,     188,0.54687500,    1.4041,   0.51216,   0.00000,   1.04607,   0.00200,   10.0799
    1196,     189,0.48437500,    1.4333,   0.41866,   0.00000,   1.08850,   0.00300,   10.6690
    1196,     190,0.54687500,    1.1729,   0.32355,   0.00000,   1.04428,   0.00352,    8.9134
    1229,     191,0.46875000,    1.4666,   0.45556,   0.12204,   1.04337,   0.00300,    9.2661
    1229,     192,0.56250000,    1.3895,   0.62021,   0.00000,   1.07283,   0.00400,    9.5021
    1229,     193,0.51562500,    1.4789,   0.39552,   0.00000,   1.04424,   0.00300,    9.6227
    1229,     194,0.50000000,    1.3557,   0.20200,   0.00000,   1.02844,   0.00200,    8.9671
    1229,     195,0.46875000,    1.5231,   0.44526,   0.00000,   1.08470,   0.00300,    9.3451
    1261,     196,0.45312500,    1.5992,   0.21138,   0.12439,   1.05985,   0.00300,    9.4395
    1261,     197,0.56250000,    1.4435,   0.52307,   0.00000,   1.09431,   0.00300,    9.0023
    1261,     198,0.50000000,    1.4933,   0.17300,   0.00000,   1.03100,   0.00300,    9.3171
    1261,     199,0.53125000,    1.2996,   0.35900,   0.00000,   1.06670,   0.00400,    9.4507
    1261,     200,0.46875000,    1.4709,   0.45355,   0.00000,   1.02989,   0.00300,    9.6731
    1294,     201,0.50000000,    1.4555,   0.29009,   0.14500,   1.06062,   0.00300,    9.5846
    1294,     202,0.39062500,    1.5181,   0.44373,   0.00000,   1.04271,   0.00300,    9.9194
    1294,     203,0.50000000,    1.2293,   0.30900,   0.00000,   1.05445,   0.00300,    9.1540
    1294,     204,0.45312500,    1.6812,   0.29154,   0.00000,   1.03460,   0.00300,    9.0587
    1294,     205,0.51562500,    1.2651,   0.20600,   0.00000,   1.09391,   0.00300,   10.3297
    1324,     206,0.51562500,    1.4108,   0.43663,   0.13201,   1.05811,   0.00400,    9.6889
    1324,     207,0.50000000,    1.1919,   0.49704,   0.00000,   1.07489,   0.00200,    9.3865
    1324,     208,0.43750000,    1.4118,   0.32110,   0.00000,   1.05001,   0.00400,    9.1955
    1324,     209,0.56250000,    1.2314,   0.25515,   0.00000,   1.06239,   0.00400,    9.1999
    1324,     210,0.40625000,    1.6459,   0.38100,   0.00000,   1.05478,   0.00300,    9.6879
    1356,     211,0.53125000,    1.3965,   0.41053,   0.12101,   1.05330,   0.00300,    9.4887
    1356,     212,0.54687500,    1.2676,   0.19221,   0.00000,   1.05621,   0.00253,    9.3465
    1356,     213,0.51562500,    1.4005,   0.40944,   0.00000,   1.08074,   0.00300,    9.3884
    1356,     214,0.43750000,    1.5391,   0.42965,   0.00000,   1.06713,   0.00336,    9.1200
    1356,     215,0.56250000,    1.2822,   0.21922,   0.00000,   1.06425,   0.00252,    8.9786
    1388,     216,0.53125000,    1.2811,   0.25291,   0.12848,   1.05356,   0.00451,    8.8828
    1388,     217,0.60937500,    1.1397,   0.40525,   0.00000,   1.04400,   0.00300,    9.1429
    1388,     218,0.45312500,    1.2700,   0.39501,   0.00000,   1.07180,   0.00400,    8.8769
    1388,     219,0.59375000,    1.1939,   0.18400,   0.00000,   1.08652,   0.00300,    8.7318
    1388,     220,0.53125000,    1.4488,   0.43668,   0.00000,   1.05696,   0.00400,    9.1618
    1416,     221,0.54687500,    1.4327,   0.46026,   0.14001,   1.08886,   0.00300,    9.5599
    1416,     222,0.59375000,    1.2018,   0.46342,   0.00000,   1.09081,   0.00300,    8.9470
    1416,     223,0.51562500,    1.4400,   0.22600,   0.00000,   1.05686,   0.00300,    9.6203
    1416,     224,0.56250000,    1.4300,   0.48811,   0.00000,   1.07405,   0.00300,    9.6134
    1416,     225,0.53125000,    1.3599,   0.52600,   0.00000,   1.06358,   0.00300,    9.4004
    1449,     226,0.45312500,    1.4385,   0.48750,   0.12401,   1.05575,   0.00400,    9.1140
    1449,     227,0.62500000,    1.2098,   0.39113,   0.00000,   1.05916,   0.00300,    8.5684
    1449,     228,0.51562500,    1.5507,   0.43258,   0.00000,   1.10162,   0.00300,    8.7154
    1449,     229,0.42187500,    1.4945,   0.24106,   0.00000,   1.03671,   0.00300,    9.1220
    1449,     230,0.59375000,    1.2485,   0.45240,   0.00000,   1.04426,   0.00400,    9.2259
    1483,     231,0.57812500,    1.2995,   0.40600,   0.13021,   1.07470,   0.00300,    9.0951
    1483,     232,0.56250000,    1.2735,   0.27121,   0.00000,   1.07818,   0.00300,    8.7762
    1483,     233,0.57812500,    1.2479,   0.36307,   0.00000,   1.13118,   0.00400,    9.3896
    1483,     234,0.43750000,    1.4448,   0.50606,   0.00000,   1.15635,   0.00300,    9.3433
    1483,     235,0.51562500,    1.4981,   0.37500,   0.00000,   1.08167,   0.00300,    8.7748
    1517,     236,0.53125000,    1.5275,   0.20498,   0.12828,   1.05993,   0.00199,    9.0025
    1517,     237,0.53125000,    1.3947,   0.43573,   0.00000,   1.09632,   0.00400,    8.9066
    1517,     238,0.57812500,    1.1121,   0.46869,   0.00000,   1.04157,   0.00300,    9.2536
    1517,     239,0.45312500,    1.4530,   0.45767,   0.00000,   1.09199,   0.00300,    9.2906
    1517,     240,0.50000000,    1.5018,   0.25268,   0.00000,   1.06101,   0.00351,    9.4129
    1550,     241,0.57812500,    1.2263,   0.18078,   0.13370,   1.09319,   0.00400,    8.8957
    1550,     242,0.35937500,    1.8709,   0.47085,   0.00000,   1.07502,   0.00353,    9.2603
    1550,     243,0.37500000,    1.7152,   0.41438,   0.00000,   1.10154,   0.00357,    9.2974
    1550,     244,0.60937500,    1.1962,   0.35900,   0.00000,   1.05928,   0.00300,    9.0485
    1550,     245,0.57812500,    1.2159,   0.40200,   0.00000,   1.08606,   0.00300,    8.7131
    1585,     246,0.60937500,    1.2643,   0.39901,   0.12500,   1.07993,   0.00300,    9.5641
    1585,     247,0.56250000,    1.2173,   7.75834,   0.00000,   1.10044,   0.00300,    8.9756
    1585,     248,0.45312500,    1.4542,   0.40200,   0.00000,   1.04315,   0.00300,    8.5849
    1585,     249,0.57812500,    1.3317,   0.42400,   0.00000,   1.08315,   0.00300,   10.4818
    1585,     250,0.50000000,    1.4361,   0.40611,   0.00000,   1.05415,   0.00400,    8.2771
    1623,     251,0.57812500,    1.2336,   0.24300,   0.13400,   1.06860,   0.00300,    9.7755
    1623,     252,0.45312500,    1.6091,   0.52416,   0.00000,   1.05807,   0.00300,    9.5986
    1623,     253,0.46875000,    1.4051,   0.23507,   0.00000,   1.06729,   0.00300,    9.0071
    1623,     254,0.48437500,    1.4592,   0.22006,   0.00000,   1.04516,   0.00300,    9.1307
    1623,     255,0.50000000,    1.3835,   0.30000,   0.00000,   1.09716,   0.00300,    9.1537
    1654,     256,0.48437500,    1.3858,   0.30800,   0.12101,   1.03734,   0.00200,    8.9862
    1654,     257,0.51562500,    1.4904,   0.30529,   0.00000,   1.07478,   0.00300,    9.2180
    1654,     258,0.67187500,    1.2417,   0.20405,   0.00000,   1.08064,   0.00200,    8.6110
    1654,     259,0.54687500,    1.2805,   0.45364,   0.00000,   1.09821,   0.00300,    9.7785
    1654,     260,0.54687500,    1.3255,   0.56869,   0.00000,   1.05796,   0.00300,    9.5067
    1687,     261,0.40625000,    1.6798,   0.24688,   0.12132,   1.05444,   0.00300,    9.0143
    1687,     262,0.48437500,    1.4173,   0.46012,   0.00000,   1.10312,   0.00300,    8.7767
    1687,     263,0.54687500,    1.3110,   0.50170,   0.00000,   1.06383,   0.00300,   11.8253
    1687,     264,0.43750000,    1.4194,   0.20500,   0.00000,   1.06701,   0.00300,    8.9097
    1687,     265,0.56250000,    1.2441,   0.34409,   0.00000,   1.06816,   0.00200,    9.1233
    1719,     266,0.60937500,    1.3874,   0.30400,   0.13209,   1.08272,   0.00400,    9.1262
    1719,     267,0.56250000,    1.1966,   0.19300,   0.00000,   1.08004,   0.00300,    8.7229
    1719,     268,0.40625000,    1.5598,   0.28814,   0.00000,   1.07562,   0.00300,    9.8776
    1719,     269,0.68750000,    1.1137,   0.50000,   0.00000,   1.12110,   0.00400,    9.0093
    1719,     270,0.45312500,    1.4108,   0.21159,   0.00000,   1.04914,   0.00300,    8.9883
    1748,     271,0.62500000,    1.1871,   0.40100,   0.15660,   1.08303,   0.00300,   10.5196
    1748,     272,0.60937500,    1.2066,   0.48227,   0.00000,   1.09403,   0.00300,    9.1808
    1748,     273,0.48437500,    1.4435,   0.27500,   0.00000,   1.08159,   0.00300,    9.6251
    1748,     274,0.57812500,    1.1292,   0.23422,   0.00000,   1.06310,   0.00301,    8.7137
    1748,     275,0.54687500,    1.1555,   0.29627,   0.00000,   1.08274,   0.00300,    8.9529
    1780,     276,0.59375000,    1.3832,   0.39500,   0.11611,   1.05984,   0.00300,    9.2789
    1780,     277,0.62500000,    1.1500,   0.36600,   0.00000,   1.11000,   0.00300,    8.9090
    1780,     278,0.62500000,    1.2754,   0.43800,   0.00000,   1.06972,   0.00400,    9.2143
    1780,     279,0.64062500,    1.1946,   0.54119,   0.00000,   1.06477,   0.00300,    9.2228
    1780,     280,0.40625000,    1.5601,   0.43604,   0.00000,   1.08042,   0.00400,    9.2326
    1814,     281,0.50000000,    1.4739,   0.24100,   0.13442,   1.07848,   0.00300,    8.2505
    1814,     282,0.53125000,    1.3754,   0.44100,   0.00000,   1.06059,   0.00300,   10.2220
    1814,     283,0.60937500,    1.1393,   0.25398,   0.00000,   1.07386,   0.00402,    9.3035
    1814,     284,0.57812500,    1.2094,   0.35721,   0.00000,   1.06160,   0.00300,    9.2502
    1814,     285,0.57812500,    1.2791,   0.49034,   0.00000,   1.06938,   0.00300,    9.2086
    1847,     286,0.59375000,    1.0801,   0.48456,   0.14614,   1.06796,   0.00300,    9.3246
    1847,     287,0.53125000,    1.2665,   0.31600,   0.00000,   1.05527,   0.00352,    9.2351
