 param_v,     stp,     trn_a,     trn_l, time_send, time_recv, time_calc, time_eval,     grd_n
    2721,    1242,0.59375000,    1.1620,   0.26017,   0.00000,   0.13205,   0.00768,    8.8537
    2721,    1243,0.59375000,    1.0281,   0.28394,   0.00000,   0.19762,   0.00633,    9.1432
    2721,    1244,0.65625000,    0.9576,   0.28614,   0.00000,   0.23908,   0.01100,    8.7727
    2721,    1245,0.75000000,    0.8050,   0.23801,   0.00000,   0.12500,   0.00700,    8.4828
    2732,    1246,0.51562500,    1.3869,   0.31516,   0.15800,   0.22503,   0.01200,    9.6487
    2732,    1247,0.67187500,    1.1601,   0.27943,   0.00000,   0.22058,   0.01200,    9.5157
    2732,    1248,0.73437500,    0.9083,   0.28063,   0.00000,   0.12368,   0.00700,    8.5847
    2732,    1249,0.54687500,    1.3658,   0.24334,   0.00000,   0.21602,   0.00481,    9.0860
    2732,    1250,0.71875000,    0.9467,   0.28400,   0.00000,   0.24257,   0.01110,    8.7561
    2742,    1251,0.68750000,    0.9007,   0.30609,   0.14200,   0.24800,   0.01100,    8.9186
    2742,    1252,0.60937500,    1.1102,   0.25800,   0.00000,   0.22840,   0.01200,    8.7967
    2742,    1253,0.59375000,    1.0573,   0.28625,   0.00000,   0.21600,   0.01200,   10.4597
    2742,    1254,0.65625000,    1.0255,   0.22200,   0.00000,   0.17100,   0.00500,    8.8194
    2742,    1255,0.62500000,    1.0686,   0.27400,   0.00000,   0.17908,   0.00500,    9.0658
    2753,    1256,0.62500000,    1.0444,   0.29201,   0.16371,   0.17500,   0.00400,    9.1186
    2753,    1257,0.75000000,    0.8928,   0.24814,   0.00000,   0.22210,   0.01200,    8.7897
    2753,    1258,0.54687500,    1.0585,   0.24500,   0.00000,   0.21682,   0.01100,    9.0299
    2753,    1259,0.60937500,    1.1149,   0.28800,   0.00000,   0.11700,   0.00500,    8.8572
    2753,    1260,0.64062500,    0.9012,   0.25700,   0.00000,   0.16456,   0.00400,    8.8138
    2764,    1261,0.60937500,    1.0388,   0.28500,   0.17001,   0.17351,   0.01300,    9.2570
    2764,    1262,0.70312500,    0.9399,   0.30883,   0.00000,   0.20262,   0.01502,    9.4039
    2764,    1263,0.62500000,    0.9960,   0.26600,   0.00000,   0.19505,   0.01300,    9.1869
    2764,    1264,0.51562500,    1.3982,   0.21900,   0.00000,   0.20710,   0.01200,    8.8923
    2764,    1265,0.65625000,    0.9217,   0.27900,   0.00000,   0.18000,   0.01400,    9.4719
    2775,    1266,0.50000000,    1.2153,   0.19934,   0.12888,   0.16397,   0.01700,    9.1142
    2775,    1267,0.50000000,    1.3346,   0.29600,   0.00000,   0.16037,   0.00700,    9.0412
    2775,    1268,0.51562500,    1.5663,   0.28500,   0.00000,   0.23091,   0.01200,    9.3410
    2775,    1269,0.68750000,    1.0979,   0.19300,   0.00000,   0.11700,   0.00600,    8.6308
    2775,    1270,0.68750000,    0.9730,   0.21115,   0.00000,   0.13500,   0.00400,    8.7994
    2786,    1271,0.57812500,    1.0682,   0.23203,   0.16700,   0.22200,   0.01200,    9.3054
    2786,    1272,0.62500000,    1.0729,   0.28230,   0.00000,   0.12806,   0.00400,    8.4190
    2786,    1273,0.62500000,    1.1084,   0.19967,   0.00000,   0.16500,   0.00600,    9.3287
    2786,    1274,0.46875000,    1.2829,   0.29100,   0.00000,   0.15077,   0.00500,    8.7607
    2786,    1275,0.62500000,    1.0761,   0.29000,   0.00000,   0.19917,   0.00500,    9.3103
    2796,    1276,0.60937500,    1.1404,   0.31334,   0.12800,   0.22500,   0.01300,    9.1488
    2796,    1277,0.68750000,    0.9273,   0.24100,   0.00000,   0.22200,   0.01200,    9.2319
    2796,    1278,0.57812500,    1.1767,   0.26461,   0.00000,   0.14700,   0.00700,    8.8131
    2796,    1279,0.62500000,    1.0074,   0.30600,   0.00000,   0.16975,   0.00600,    9.1729
    2796,    1280,0.64062500,    1.1610,   0.25104,   0.00000,   0.20029,   0.00852,   10.4840
    2807,    1281,0.65625000,    1.0076,   0.32924,   0.20017,   0.17700,   0.00452,    9.2818
    2807,    1282,0.60937500,    0.9314,   0.27316,   0.00000,   0.24912,   0.01200,    8.6333
    2807,    1283,0.59375000,    1.0695,   0.26900,   0.00000,   0.23200,   0.01000,    9.1019
    2807,    1284,0.57812500,    1.1168,   0.30115,   0.00000,   0.12100,   0.00600,    8.3422
    2807,    1285,0.56250000,    1.1029,   0.34568,   0.00000,   0.16900,   0.00500,    9.1205
    2818,    1286,0.60937500,    1.0923,   0.25855,   0.17600,   0.20159,   0.00400,    8.1920
    2818,    1287,0.65625000,    1.0302,   0.23800,   0.00000,   0.13301,   0.01100,    9.1314
    2818,    1288,0.64062500,    1.0257,   0.24107,   0.00000,   0.13000,   0.01100,    9.9804
    2818,    1289,0.60937500,    1.4141,   0.19809,   0.00000,   0.14000,   0.00400,    8.5310
    2818,    1290,0.65625000,    0.9970,   0.31200,   0.00000,   0.13700,   0.00600,    8.8025
    2828,    1291,0.56250000,    1.2365,   0.26900,   0.13612,   0.23084,   0.01299,    9.0651
    2828,    1292,0.57812500,    1.1775,   0.31212,   0.00000,   0.19847,   0.01200,    8.8168
    2828,    1293,0.67187500,    0.9235,   0.30700,   0.00000,   0.21600,   0.01200,    9.5622
    2828,    1294,0.64062500,    1.0677,   0.25500,   0.00000,   0.19496,   0.01400,    9.3144
    2828,    1295,0.65625000,    1.0256,   0.24200,   0.00000,   0.16900,   0.01600,    9.2559
    2840,    1296,0.68750000,    0.9464,   0.28154,   0.16300,   0.15605,   0.00499,    8.7006
    2840,    1297,0.62500000,    1.2153,   0.25276,   0.00000,   0.22900,   0.01200,    9.1373
    2840,    1298,0.59375000,    1.0823,   0.22204,   0.00000,   0.17000,   0.01500,    8.9349
    2840,    1299,0.68750000,    0.8166,   0.20573,   0.00000,   0.18198,   0.01251,    8.3689
    2840,    1300,0.65625000,    1.1369,   0.25312,   0.00000,   0.12016,   0.00551,    8.7997
    2852,    1301,0.65625000,    0.8800,   0.25363,   0.18710,   0.13656,   0.00776,    8.8777
    2852,    1302,0.48437500,    1.3161,   0.27876,   0.00000,   0.19829,   0.00552,    8.7837
    2852,    1303,0.64062500,    1.1241,   0.22100,   0.00000,   0.23648,   0.01200,    8.6772
    2852,    1304,0.62500000,    0.9265,   0.25693,   0.00000,   0.19400,   0.01200,    8.8334
    2852,    1305,0.51562500,    1.3833,   0.23200,   0.00000,   0.18600,   0.01300,    8.6580
    2862,    1306,0.56250000,    1.1421,   0.22000,   0.13500,   0.13500,   0.00600,    8.9262
    2862,    1307,0.70312500,    0.9512,   0.23800,   0.00000,   0.13200,   0.00600,    8.9858
    2862,    1308,0.48437500,    1.3132,   0.22900,   0.00000,   0.21956,   0.00600,    9.9610
    2862,    1309,0.51562500,    1.2499,   0.29309,   0.00000,   0.21000,   0.01200,    9.2354
    2862,    1310,0.60937500,    0.9225,   0.26232,   0.00000,   0.22954,   0.01100,    9.2020
    2873,    1311,0.64062500,    0.9714,   0.26279,   0.17933,   0.26211,   0.01100,    8.6580
    2873,    1312,0.71875000,    0.8133,   0.22527,   0.00000,   0.12800,   0.01100,    8.4702
    2873,    1313,0.60937500,    1.1541,   0.24463,   0.00000,   0.14531,   0.01000,    9.3678
    2873,    1314,0.57812500,    1.0839,   0.34103,   0.00000,   0.16760,   0.00500,   10.9683
    2873,    1315,0.68750000,    0.9705,   0.30068,   0.00000,   0.22400,   0.01000,    9.0854
    2884,    1316,0.67187500,    1.0321,   0.32958,   0.19300,   0.22700,   0.00500,    9.0701
    2884,    1317,0.60937500,    1.0080,   0.25900,   0.00000,   0.22700,   0.01300,    8.4648
    2884,    1318,0.54687500,    1.0872,   0.20900,   0.00000,   0.14000,   0.00500,    8.9840
    2884,    1319,0.62500000,    1.0310,   0.23908,   0.00000,   0.13200,   0.00500,    9.5479
    2884,    1320,0.62500000,    1.0283,   0.32900,   0.00000,   0.20952,   0.00500,    9.0729
    2894,    1321,0.59375000,    1.3138,   0.31422,   0.13900,   0.22700,   0.01000,    9.0824
    2894,    1322,0.56250000,    1.1230,   0.28000,   0.00000,   0.23700,   0.01100,    9.0916
    2894,    1323,0.65625000,    0.9413,   0.28606,   0.00000,   0.21100,   0.01200,    8.8151
    2894,    1324,0.56250000,    1.1535,   0.18200,   0.00000,   0.13900,   0.01100,    8.6293
    2894,    1325,0.70312500,    0.9084,   0.23958,   0.00000,   0.13900,   0.01100,    9.6889
    2906,    1326,0.65625000,    1.2245,   0.26200,   0.19809,   0.20200,   0.01400,    9.2766
    2906,    1327,0.57812500,    1.1660,   0.24656,   0.00000,   0.12100,   0.00500,    9.3860
    2906,    1328,0.57812500,    1.1387,   0.29867,   0.00000,   0.15399,   0.00500,    9.3760
    2906,    1329,0.76562500,    0.7978,   0.29200,   0.00000,   0.19417,   0.00700,    9.3107
    2906,    1330,0.57812500,    1.0863,   0.31200,   0.00000,   0.24300,   0.01600,    9.1190
    2917,    1331,0.64062500,    1.0787,   0.21466,   0.18100,   0.22200,   0.01100,    8.2052
    2917,    1332,0.64062500,    1.1359,   0.28700,   0.00000,   0.21300,   0.01200,    8.9781
    2917,    1333,0.54687500,    1.1604,   0.22200,   0.00000,   0.23557,   0.01100,    8.8885
    2917,    1334,0.54687500,    1.2254,   0.33271,   0.00000,   0.20500,   0.01100,    9.2924
    2917,    1335,0.57812500,    1.1332,   0.30417,   0.00000,   0.21107,   0.01100,    8.6111
    2929,    1336,0.60937500,    1.0634,   0.29200,   0.17300,   0.19300,   0.01300,    8.7012
    2929,    1337,0.60937500,    1.1484,   0.32600,   0.00000,   0.20411,   0.01699,    9.0254
    2929,    1338,0.73437500,    0.8770,   0.23702,   0.00000,   0.10887,   0.00400,    9.4085
    2929,    1339,0.57812500,    1.2711,   0.25051,   0.00000,   0.18273,   0.00500,    9.2533
    2929,    1340,0.54687500,    1.2225,   0.28406,   0.00000,   0.24115,   0.01200,    8.4632
    2939,    1341,0.65625000,    1.1205,   0.28100,   0.14457,   0.26766,   0.01500,    9.4012
    2939,    1342,0.67187500,    1.1375,   0.19200,   0.00000,   0.15900,   0.00500,    8.4432
    2939,    1343,0.68750000,    0.9477,   0.33200,   0.00000,   0.15808,   0.00500,   10.7024
    2939,    1344,0.68750000,    0.9516,   0.28700,   0.00000,   0.24100,   0.01200,    9.2133
    2939,    1345,0.70312500,    0.7277,   0.26900,   0.00000,   0.21062,   0.01299,    9.1347
    2950,    1346,0.64062500,    0.7299,   0.27415,   0.19901,   0.20200,   0.01100,    8.8736
    2950,    1347,0.67187500,    1.0006,   0.28551,   0.00000,   0.26100,   0.01200,    8.5888
    2950,    1348,0.56250000,    1.1570,   0.29732,   0.00000,   0.14800,   0.00501,    9.1276
    2950,    1349,0.70312500,    0.8122,   0.34220,   0.00000,   0.11101,   0.00401,    9.1534
    2950,    1350,0.59375000,    1.2137,   0.31156,   0.00000,   0.19800,   0.00500,    8.7483
    2961,    1351,0.73437500,    0.8416,   0.34084,   0.19700,   0.17900,   0.00600,    8.8912
    2961,    1352,0.56250000,    1.2632,   0.20771,   0.00000,   0.11205,   0.00400,    9.0455
    2961,    1353,0.60937500,    1.1453,   0.20800,   0.00000,   0.14200,   0.00700,    8.7228
    2961,    1354,0.54687500,    1.2214,   0.29357,   0.00000,   0.16800,   0.01578,    8.5702
    2961,    1355,0.67187500,    0.8853,   0.32698,   0.00100,   0.14187,   0.00684,    8.7159
    2971,    1356,0.62500000,    0.9641,   0.28351,   0.12600,   0.22600,   0.01200,    9.5774
    2971,    1357,0.64062500,    1.0171,   0.32781,   0.00000,   0.23300,   0.01200,    8.5504
    2971,    1358,0.62500000,    1.0496,   0.28892,   0.00000,   0.11200,   0.00500,   10.3084
    2971,    1359,0.60937500,    1.1668,   0.21700,   0.00000,   0.22000,   0.01000,    9.7702
    2971,    1360,0.57812500,    1.0516,   0.23301,   0.00000,   0.15600,   0.00500,    9.1639
    2983,    1361,0.68750000,    1.0181,   0.30500,   0.17061,   0.20000,   0.01200,    9.5304
    2983,    1362,0.65625000,    1.1070,   0.32501,   0.00000,   0.23700,   0.01300,    9.3059
    2983,    1363,0.62500000,    1.1429,   0.26600,   0.00000,   0.21200,   0.01200,    8.9846
    2983,    1364,0.68750000,    1.0121,   0.25962,   0.00000,   0.20200,   0.01100,    9.1394
    2983,    1365,0.65625000,    0.9869,   0.21700,   0.00000,   0.16000,   0.00400,    9.0585
    2995,    1366,0.60937500,    0.9852,   0.25497,   0.17051,   0.20200,   0.01100,    8.4325
    2995,    1367,0.59375000,    1.0234,   0.27800,   0.00000,   0.11300,   0.00400,    9.4517
    2995,    1368,0.60937500,    1.0967,   0.17000,   0.00000,   0.14700,   0.00600,    9.9011
    2995,    1369,0.54687500,    1.2961,   0.20100,   0.00000,   0.13663,   0.00500,    8.4045
    2995,    1370,0.70312500,    0.8568,   0.26695,   0.00000,   0.15300,   0.01000,    9.3052
    3006,    1371,0.64062500,    0.9222,   0.35255,   0.16600,   0.12200,   0.00600,    9.3964
    3006,    1372,0.64062500,    0.9008,   0.40756,   0.00000,   0.19400,   0.00900,    9.7009
    3006,    1373,0.76562500,    0.7891,   0.28964,   0.00000,   0.20644,   0.01200,    8.6404
    3006,    1374,0.67187500,    0.9410,   0.24542,   0.00000,   0.23558,   0.01203,    9.3515
    3006,    1375,0.53125000,    1.1539,   0.21349,   0.00000,   0.22580,   0.01325,    8.8598
    3017,    1376,0.68750000,    0.9976,   0.24522,   0.17088,   0.14514,   0.00452,    9.1664
    3017,    1377,0.62500000,    1.0789,   0.23077,   0.00000,   0.13272,   0.00600,    8.7391
    3017,    1378,0.64062500,    1.1609,   0.32995,   0.00000,   0.15380,   0.00500,    9.1918
    3017,    1379,0.79687500,    0.7066,   0.34621,   0.00000,   0.20285,   0.00505,    8.5192
    3017,    1380,0.67187500,    0.9450,   0.30072,   0.00000,   0.17851,   0.01707,    9.0696
    3028,    1381,0.57812500,    0.9885,   0.24407,   0.19367,   0.20626,   0.00500,    9.0760
    3028,    1382,0.60937500,    1.0977,   0.22529,   0.00000,   0.14870,   0.00400,    8.9931
    3028,    1383,0.56250000,    1.1921,   0.34815,   0.00000,   0.14728,   0.01000,    9.6748
    3028,    1384,0.68750000,    0.9080,   0.25906,   0.00000,   0.19506,   0.00500,    9.3785
    3028,    1385,0.54687500,    1.4066,   0.28228,   0.00000,   0.24760,   0.00851,    8.9660
    3038,    1386,0.56250000,    1.2625,   0.22310,   0.12465,   0.23495,   0.01200,    8.7776
    3038,    1387,0.57812500,    1.2330,   0.26857,   0.00000,   0.24309,   0.01200,    9.4478
    3038,    1388,0.67187500,    1.1412,   0.31797,   0.00000,   0.16758,   0.00551,    9.2215
    3038,    1389,0.57812500,    1.3074,   0.20880,   0.00000,   0.13908,   0.00700,    9.0737
    3038,    1390,0.53125000,    1.2569,   0.17984,   0.00000,   0.13446,   0.00804,    9.6190
    3050,    1391,0.64062500,    1.1127,   0.29800,   0.16868,   0.24204,   0.01200,    9.2379
    3050,    1392,0.56250000,    1.1599,   0.24600,   0.00000,   0.10600,   0.00400,    9.3925
    3050,    1393,0.68750000,    1.1123,   0.27213,   0.00000,   0.16900,   0.00500,    9.3121
    3050,    1394,0.62500000,    1.0833,   0.19237,   0.00100,   0.16200,   0.00500,    9.4403
    3050,    1395,0.73437500,    0.9011,   0.31654,   0.00000,   0.16782,   0.00400,   10.3911
    3059,    1396,0.65625000,    0.9977,   0.28400,   0.14900,   0.19700,   0.00500,    9.2389
    3059,    1397,0.56250000,    1.2985,   0.24875,   0.00000,   0.23700,   0.01200,    9.0430
    3059,    1398,0.62500000,    1.0860,   0.27797,   0.00000,   0.18200,   0.01302,    9.1307
    3059,    1399,0.54687500,    1.1352,   0.24811,   0.00000,   0.10900,   0.00400,    8.8655
    3059,    1400,0.62500000,    0.8792,   0.28600,   0.00000,   0.17700,   0.00500,    8.7725
    3070,    1401,0.65625000,    1.0936,   0.30158,   0.21000,   0.21500,   0.01300,    8.8480
    3070,    1402,0.59375000,    1.0746,   0.24500,   0.00000,   0.10700,   0.00400,    8.8529
    3070,    1403,0.68750000,    1.1571,   0.27257,   0.00000,   0.17000,   0.00600,    9.0511
    3070,    1404,0.54687500,    1.1405,   0.26600,   0.00000,   0.23400,   0.01200,    9.4313
    3070,    1405,0.64062500,    1.0518,   0.25900,   0.00000,   0.11600,   0.00500,    9.5871
    3081,    1406,0.65625000,    1.0374,   0.25093,   0.17528,   0.22700,   0.01100,    9.1229
    3081,    1407,0.54687500,    1.1853,   0.22609,   0.00000,   0.15400,   0.00500,   10.1702
    3081,    1408,0.62500000,    0.8971,   0.31439,   0.00000,   0.14083,   0.00600,    8.5271
    3081,    1409,0.76562500,    0.7420,   0.23300,   0.00000,   0.23434,   0.01200,    8.8198
    3081,    1410,0.67187500,    0.9935,   0.24800,   0.00000,   0.19400,   0.01600,    9.8693
    3091,    1411,0.64062500,    0.9838,   0.31027,   0.18153,   0.24300,   0.01300,    8.8332
    3091,    1412,0.62500000,    1.2292,   0.23537,   0.00000,   0.21799,   0.01300,    8.9301
    3091,    1413,0.59375000,    1.1261,   0.22011,   0.00000,   0.16207,   0.00500,    7.8608
    3091,    1414,0.53125000,    1.2759,   0.27706,   0.00000,   0.19600,   0.00700,    8.7997
    3091,    1415,0.67187500,    0.8832,   0.25607,   0.00000,   0.23200,   0.01300,    8.5462
    3102,    1416,0.54687500,    1.2995,   0.29800,   0.20597,   0.20100,   0.00500,    8.3195
    3102,    1417,0.64062500,    1.0234,   0.25465,   0.00000,   0.22300,   0.01100,    9.5626
    3102,    1418,0.64062500,    0.9665,   0.24327,   0.00000,   0.20800,   0.01200,    8.8113
    3102,    1419,0.68750000,    0.9433,   0.29410,   0.00000,   0.16499,   0.00600,    9.0169
    3102,    1420,0.59375000,    1.1274,   0.21300,   0.00000,   0.21000,   0.01300,    8.3108
    3114,    1421,0.62500000,    1.1428,   0.36518,   0.16500,   0.23304,   0.01210,    8.7138
    3114,    1422,0.59375000,    0.9362,   0.29949,   0.00000,   0.12400,   0.00500,    9.2059
    3114,    1423,0.62500000,    1.1410,   0.29565,   0.00000,   0.23400,   0.01200,    8.6647
    3114,    1424,0.65625000,    0.9046,   0.25396,   0.00000,   0.15600,   0.00500,    8.9121
    3114,    1425,0.73437500,    0.8636,   0.30379,   0.00000,   0.15400,   0.00800,    8.7212
    3126,    1426,0.70312500,    1.0300,   0.20801,   0.20199,   0.17400,   0.01300,    9.7159
    3126,    1427,0.59375000,    1.0582,   0.24155,   0.00000,   0.18128,   0.01200,   10.2075
    3126,    1428,0.59375000,    1.1803,   0.23600,   0.00000,   0.13500,   0.00600,    8.7956
    3126,    1429,0.64062500,    0.8642,   0.28658,   0.00000,   0.18200,   0.00500,   10.2862
    3126,    1430,0.67187500,    0.8060,   0.19800,   0.00000,   0.17502,   0.00599,    8.9284
    3136,    1431,0.76562500,    0.8531,   0.33655,   0.16231,   0.12293,   0.00600,    8.8243
    3136,    1432,0.59375000,    1.1793,   0.29100,   0.00000,   0.19800,   0.00500,    8.5888
    3136,    1433,0.60937500,    1.1672,   0.25058,   0.00000,   0.23100,   0.01300,    8.5216
    3136,    1434,0.62500000,    1.0641,   0.28500,   0.00000,   0.13000,   0.01100,    8.8248
    3136,    1435,0.73437500,    0.9533,   0.23410,   0.00000,   0.17800,   0.01400,    8.4733
    3147,    1436,0.65625000,    0.8086,   0.20600,   0.18121,   0.15300,   0.00600,    8.6561
    3147,    1437,0.64062500,    0.9553,   0.33391,   0.00000,   0.11400,   0.00497,    9.0997
    3147,    1438,0.64062500,    1.0155,   0.31700,   0.00000,   0.20607,   0.00500,    9.2073
    3147,    1439,0.70312500,    0.9189,   0.22600,   0.00000,   0.24800,   0.01300,    8.6822
    3147,    1440,0.67187500,    0.8491,   0.34535,   0.00000,   0.20770,   0.01300,    8.7226
    3158,    1441,0.53125000,    1.2920,   0.27888,   0.19600,   0.21200,   0.00700,    8.6700
    3158,    1442,0.59375000,    1.0433,   0.19600,   0.00000,   0.15100,   0.00600,    8.9835
    3158,    1443,0.65625000,    0.9853,   0.34709,   0.00000,   0.15412,   0.00500,    8.4313
    3158,    1444,0.70312500,    0.9088,   0.27200,   0.00000,   0.24600,   0.01200,    8.9762
    3158,    1445,0.68750000,    0.7936,   0.23015,   0.00000,   0.23200,   0.01100,    7.9054
    3168,    1446,0.65625000,    0.9250,   0.24300,   0.18814,   0.21998,   0.01200,    8.7487
    3168,    1447,0.71875000,    0.8770,   0.31229,   0.00000,   0.21700,   0.01157,    8.8348
    3168,    1448,0.50000000,    1.1624,   0.24324,   0.00000,   0.14900,   0.00500,    8.9639
    3168,    1449,0.71875000,    0.8877,   0.27164,   0.00000,   0.13300,   0.00400,    9.1214
    3168,    1450,0.54687500,    0.9745,   0.27500,   0.00000,   0.23100,   0.01400,    8.5045
    3179,    1451,0.71875000,    0.9587,   0.34055,   0.20000,   0.20207,   0.01200,    8.7805
    3179,    1452,0.67187500,    0.9337,   0.26200,   0.00000,   0.24500,   0.01200,    8.3714
    3179,    1453,0.67187500,    1.0174,   0.22300,   0.00000,   0.21982,   0.01200,    8.5580
    3179,    1454,0.65625000,    0.9931,   0.35728,   0.00000,   0.13800,   0.00500,    8.6526
    3179,    1455,0.67187500,    1.0940,   0.22700,   0.00000,   0.13556,   0.04931,    8.9801
    3191,    1456,0.62500000,    1.0652,   0.30300,   0.15800,   0.23000,   0.01200,    8.7258
    3191,    1457,0.56250000,    1.0127,   0.26109,   0.00000,   0.13369,   0.00503,    8.8334
    3191,    1458,0.64062500,    0.9377,   0.23388,   0.00000,   0.20071,   0.01303,    9.1782
    3191,    1459,0.60937500,    1.1016,   0.19613,   0.00000,   0.16337,   0.00800,    9.8551
    3191,    1460,0.65625000,    0.9018,   7.12511,   0.00000,   0.19553,   0.00499,    8.9052
    3201,    1461,0.54687500,    1.1994,   0.26356,   0.15800,   0.17600,   0.00500,    8.7231
    3201,    1462,0.71875000,    0.9063,   0.25901,   0.00000,   0.22300,   0.01201,    9.2206
    3201,    1463,0.65625000,    1.0498,   0.29200,   0.00000,   0.13700,   0.04800,    9.7212
    3201,    1464,0.56250000,    1.2614,   0.23800,   0.00000,   0.19700,   0.01200,    8.7818
    3201,    1465,0.64062500,    0.9368,   0.24500,   0.00000,   0.14559,   0.00800,    8.5482
    3213,    1466,0.67187500,    1.1628,   0.31214,   0.14716,   0.11200,   0.00400,    8.8642
    3213,    1467,0.73437500,    0.7936,   0.27659,   0.00000,   0.20600,   0.00800,    8.9299
    3213,    1468,0.70312500,    0.9267,   0.23604,   0.00000,   0.22784,   0.01200,    8.4025
    3213,    1469,0.78125000,    0.7957,   0.27023,   0.00000,   0.13300,   0.00600,    8.2888
    3213,    1470,0.65625000,    1.0342,   0.25800,   0.00000,   0.15056,   0.03600,    9.6407
    3224,    1471,0.60937500,    1.1173,   0.19600,   0.16500,   0.14100,   0.01100,    8.8153
    3224,    1472,0.56250000,    1.0582,   0.28126,   0.00000,   0.14600,   0.04356,    8.0273
    3224,    1473,0.62500000,    1.0944,   0.21600,   0.00000,   0.15100,   0.04599,    8.6682
    3224,    1474,0.62500000,    1.1010,   0.22024,   0.00000,   0.12600,   0.00500,    8.7927
    3224,    1475,0.62500000,    0.9384,   0.22700,   0.00000,   0.18900,   0.01200,    8.9083
    3235,    1476,0.68750000,    0.8445,   0.22310,   0.13500,   0.14400,   0.00600,    8.4876
    3235,    1477,0.64062500,    1.0186,   0.33200,   0.00000,   0.17900,   0.00699,    8.1344
    3235,    1478,0.67187500,    0.8861,   0.27899,   0.00000,   0.20101,   0.00500,    9.0896
    3235,    1479,0.70312500,    1.1322,   0.22600,   0.00000,   0.25199,   0.01200,    8.3725
    3235,    1480,0.64062500,    0.8627,   0.25200,   0.00000,   0.22900,   0.01100,    9.5828
    3246,    1481,0.62500000,    0.9500,   0.28700,   0.19917,   0.18800,   0.00500,    8.4861
    3246,    1482,0.65625000,    0.9980,   0.23754,   0.00000,   0.15500,   0.00600,    8.8363
    3246,    1483,0.64062500,    1.1320,   0.23800,   0.00000,   0.13300,   0.00500,    8.6530
    3246,    1484,0.59375000,    1.2084,   0.29133,   0.00000,   0.20900,   0.00573,    8.2034
    3246,    1485,0.62500000,    1.1034,   0.24100,   0.00000,   0.22318,   0.01100,    8.9018
    3257,    1486,0.60937500,    1.1883,   0.33080,   0.20601,   0.18299,   0.00600,    9.2599
    3257,    1487,0.65625000,    0.8706,   0.31608,   0.00000,   0.22300,   0.01200,    9.0844
    3257,    1488,0.67187500,    0.9673,   0.23035,   0.00000,   0.14700,   0.00500,    9.6480
    3257,    1489,0.59375000,    1.1354,   0.30100,   0.00000,   0.16100,   0.00500,    9.4777
    3257,    1490,0.67187500,    0.9931,   0.31300,   0.00000,   0.23571,   0.01200,    8.9255
    3268,    1491,0.64062500,    0.9476,   0.26700,   0.19408,   0.18407,   0.00500,    9.8853
    3268,    1492,0.67187500,    0.8753,   0.26700,   0.00000,   0.22300,   0.01199,    9.1218
    3268,    1493,0.67187500,    0.8930,   0.24153,   0.00000,   0.10700,   0.00502,    9.3517
    3268,    1494,0.60937500,    0.9620,   0.24300,   0.00000,   0.13200,   0.00600,   10.2490
    3268,    1495,0.60937500,    1.1190,   0.25500,   0.00000,   0.20699,   0.00600,    8.3939
    3278,    1496,0.70312500,    0.9567,   0.23034,   0.16500,   0.19600,   0.00500,    9.1219
    3278,    1497,0.64062500,    0.9041,   0.24800,   0.00000,   0.24300,   0.01200,    9.6290
    3278,    1498,0.79687500,    0.7726,   0.25809,   0.00000,   0.20952,   0.01200,    9.0291
    3278,    1499,0.70312500,    0.9260,   0.30005,   0.00000,   0.11501,   0.00401,    9.0973
    3278,    1500,0.79687500,    0.7651,   0.27300,   0.00000,   0.15752,   0.00700,    8.6336
    3290,    1501,0.65625000,    1.0489,   0.28800,   0.17114,   0.22801,   0.01200,    9.6737
    3290,    1502,0.67187500,    1.0192,   0.24122,   0.00000,   0.12659,   0.00404,    9.7835
    3290,    1503,0.67187500,    0.9667,   0.24199,   0.00000,   0.15656,   0.04501,    8.4292
    3290,    1504,0.70312500,    0.8616,   0.20400,   0.00000,   0.13100,   0.00500,    8.7809
    3290,    1505,0.53125000,    1.4159,   0.20712,   0.00000,   0.13600,   0.00500,    8.4298
    3300,    1506,0.54687500,    1.1759,   0.35613,   0.15800,   0.10300,   0.00400,    8.7353
    3300,    1507,0.57812500,    1.0032,   0.24427,   0.00000,   0.18600,   0.01217,    8.8055
    3300,    1508,0.65625000,    1.1328,   0.24100,   0.00000,   0.21300,   0.01100,    8.8544
    3300,    1509,0.79687500,    0.7050,   0.30375,   0.00000,   0.13088,   0.00402,    9.6378
    3300,    1510,0.68750000,    0.8693,   0.24199,   0.00000,   0.21704,   0.01101,    8.8397
    3311,    1511,0.67187500,    1.0515,   0.30764,   0.22100,   0.19660,   0.00600,    8.8851
    3311,    1512,0.68750000,    1.0621,   0.28100,   0.00000,   0.10800,   0.00400,    9.0428
    3311,    1513,0.54687500,    1.2855,   0.27763,   0.00000,   0.20100,   0.01400,    9.1923
    3311,    1514,0.53125000,    1.2874,   0.23005,   0.00000,   0.21700,   0.01000,    8.8428
    3311,    1515,0.60937500,    1.0129,   0.34535,   0.00000,   0.11900,   0.00500,    8.6448
    3322,    1516,0.60937500,    1.1210,   0.22057,   0.23600,   0.19200,   0.00500,    8.8565
    3322,    1517,0.60937500,    1.0906,   0.29300,   0.00000,   0.22856,   0.01230,    9.6942
    3322,    1518,0.62500000,    1.0867,   0.26300,   0.00000,   0.10900,   0.00500,    8.5099
    3322,    1519,0.51562500,    1.1076,   0.29246,   0.00000,   0.19300,   0.00800,    8.4657
    3322,    1520,0.67187500,    1.0537,   0.27210,   0.00000,   0.19407,   0.00400,    9.3058
