     stp,     trn_a,     trn_l, time_send, time_recv, time_calc, time_eval,     grd_n,        cr
    6202,0.87500000,    0.4189,   0.05800,   0.08100,   0.22900,   0.01100,    6.1089,0.01000000
    6203,0.81250000,    0.5661,   0.05700,   0.08000,   0.21200,   0.01200,    6.9959,0.01000000
    6204,0.79687500,    0.5715,   0.07200,   0.08100,   0.22409,   0.01100,    7.3198,0.01000000
    6205,0.81250000,    0.6052,   0.05500,   0.07700,   0.22300,   0.01000,    6.6988,0.01000000
    6206,0.81250000,    0.6102,   0.05157,   0.07300,   0.23300,   0.01100,    7.0444,0.01000000
    6207,0.81250000,    0.4802,   0.03200,   0.08101,   0.22600,   0.01100,    7.1353,0.01000000
    6208,0.84375000,    0.4053,   0.03500,   0.05300,   0.26800,   0.01300,    6.8863,0.01000000
    6209,0.85937500,    0.4783,   0.02810,   0.05800,   0.24566,   0.01102,    7.0085,0.01000000
    6210,0.79687500,    0.5203,   0.02900,   0.06105,   0.26955,   0.01100,    6.8746,0.01000000
    6211,0.81250000,    0.4846,   0.02900,   0.07000,   0.25000,   0.01100,    7.2013,0.01000000
    6212,0.82812500,    0.4411,   0.02802,   0.06000,   0.26021,   0.01001,    6.5866,0.01000000
    6213,0.82812500,    0.3968,   0.03200,   0.06806,   0.27180,   0.01200,    7.1852,0.01000000
    6214,0.70312500,    0.7140,   0.03505,   0.05800,   0.27500,   0.01307,    7.6911,0.01000000
    6215,0.78125000,    0.4878,   0.03100,   0.04100,   0.25602,   0.00900,    6.1539,0.01000000
    6216,0.84375000,    0.4484,   0.03100,   0.06500,   0.29000,   0.01000,    6.9663,0.01000000
    6217,0.82812500,    0.5122,   0.03702,   0.05900,   0.27568,   0.01302,    7.5717,0.01000000
    6218,0.79687500,    0.7629,   0.03801,   0.04705,   0.27620,   0.01130,    7.4493,0.01000000
    6219,0.76562500,    0.6723,   0.03500,   0.04000,   0.27900,   0.01300,    7.1844,0.01000000
    6220,0.87500000,    0.4726,   0.03500,   0.04333,   0.26100,   0.01200,    6.9615,0.01000000
    6221,0.81250000,    0.6211,   0.03800,   0.06500,   0.26900,   0.01300,    7.5980,0.01000000
    6222,0.82812500,    0.5745,   0.03300,   0.04300,   0.28415,   0.01200,    7.1536,0.01000000
    6223,0.78125000,    0.5945,   0.03900,   0.05700,   0.26600,   0.01300,    7.5896,0.01000000
    6224,0.79687500,    0.6044,   0.03100,   0.04200,   0.24800,   0.01300,    7.5676,0.01000000
    6225,0.87500000,    0.4197,   0.03100,   0.05900,   0.25765,   0.01200,    7.1877,0.01000000
    6226,0.85937500,    0.3884,   0.03200,   0.06200,   0.27400,   0.01200,    7.6134,0.01000000
    6227,0.81250000,    0.4310,   0.03255,   0.06500,   0.26800,   0.01100,    7.6286,0.01000000
    6228,0.84375000,    0.5089,   0.03300,   0.05800,   0.27300,   0.01200,    6.8789,0.01000000
    6229,0.90625000,    0.3494,   0.03100,   0.04400,   0.26500,   0.01200,    7.2311,0.01000000
    6230,0.90625000,    0.3494,   0.03600,   0.06300,   0.27755,   0.01300,    6.8593,0.01000000
    6231,0.87500000,    0.4112,   0.03400,   0.04400,   0.25700,   0.01200,    6.9514,0.01000000
    6232,0.70312500,    0.8439,   0.03000,   0.06200,   0.25300,   0.01000,    7.5604,0.01000000
    6233,0.87500000,    0.4326,   0.03500,   0.05900,   0.26958,   0.01300,    7.0413,0.01000000
    6234,0.85937500,    0.4084,   0.03200,   0.05000,   0.28000,   0.01200,    7.0309,0.01000000
    6235,0.81250000,    0.5814,   0.03500,   0.04300,   0.27354,   0.01301,    6.6761,0.01000000
    6236,0.84375000,    0.5750,   0.03400,   0.05800,   0.27200,   0.01200,    7.2563,0.01000000
    6237,0.79687500,    0.5546,   0.03200,   0.06300,   0.26500,   0.01100,    7.6073,0.01000000
    6238,0.90625000,    0.4185,   0.02900,   0.06100,   0.26456,   0.01000,    6.9320,0.01000000
    6239,0.89062500,    0.3633,   0.03300,   0.05600,   0.27500,   0.01200,    6.5122,0.01000000
    6240,0.87500000,    0.4711,   0.02900,   0.04400,   0.24000,   0.01100,    7.6305,0.01000000
    6241,0.81250000,    0.6194,   0.02900,   0.05760,   0.25515,   0.01100,    7.1356,0.01000000
    6242,0.82812500,    0.4803,   0.03600,   0.06100,   0.25700,   0.01200,    6.8553,0.01000000
    6243,0.81250000,    0.4187,   0.03761,   0.05000,   0.27320,   0.01254,    6.9975,0.01000000
    6244,0.78125000,    0.6397,   0.07106,   0.04604,   0.29861,   0.01243,    7.0125,0.01000000
    6245,0.92187500,    0.2905,   0.05606,   0.08064,   0.21856,   0.01203,    6.9408,0.01000000
    6246,0.85937500,    0.3327,   0.03352,   0.08426,   0.24429,   0.01100,    7.1508,0.01000000
    6247,0.71875000,    0.8062,   0.04352,   0.08247,   0.24474,   0.01000,    6.9498,0.01000000
    6248,0.81250000,    0.6773,   0.02803,   0.08130,   0.23602,   0.01101,    6.9528,0.01000000
    6249,0.85937500,    0.4954,   0.05300,   0.07958,   0.22845,   0.01100,    6.9020,0.01000000
    6250,0.84375000,    0.5041,   0.05140,   0.08287,   0.23580,   0.01100,    6.7874,0.01000000
    6251,0.84375000,    0.3813,   0.03105,   0.09066,   0.23910,   0.01203,    6.5023,0.01000000
    6252,0.73437500,    0.6629,   0.05235,   0.08182,   0.23625,   0.00700,    7.2036,0.01000000
    6253,0.84375000,    0.4614,   0.03300,   0.07994,   0.23400,   0.01251,    7.1389,0.01000000
    6254,0.84375000,    0.5096,   0.05504,   0.08005,   0.22813,   0.01201,    6.9063,0.01000000
    6255,0.65625000,    1.0258,   0.02975,   0.08133,   0.24448,   0.01225,    7.1569,0.01000000
    6256,0.77500000,    0.8164,   0.04831,   0.08460,   0.22640,   0.00802,    7.4584,0.01000000
    6257,0.85937500,    0.4087,   0.04605,   0.04153,   0.22145,   0.00801,    7.0943,0.01000000
    6258,0.89062500,    0.3978,   5.21074,   0.08000,   0.24366,   0.00952,    6.7515,0.01000000
    6259,0.82812500,    0.5525,   0.05300,   0.08100,   0.23000,   0.01200,    6.9902,0.01000000
    6260,0.79687500,    0.6085,   0.05700,   0.07500,   0.21000,   0.01200,    7.3219,0.01000000
    6261,0.82812500,    0.6094,   0.05100,   0.07700,   0.22600,   0.01200,    7.2094,0.01000000
    6262,0.87500000,    0.3876,   0.04611,   0.09000,   0.26700,   0.01000,    6.7068,0.01000000
    6263,0.79687500,    0.6960,   0.05600,   0.07637,   0.21800,   0.01100,    7.7821,0.01000000
    6264,0.79687500,    0.5256,   0.04900,   0.07601,   0.22300,   0.00500,    6.9995,0.01000000
    6265,0.87500000,    0.3512,   0.05300,   0.08000,   0.23600,   0.01100,    6.9294,0.01000000
    6266,0.89062500,    0.2570,   0.03600,   0.07700,   0.24201,   0.01100,    6.6350,0.01000000
    6267,0.81250000,    0.4455,   0.05300,   0.08200,   0.23600,   0.00400,    6.4743,0.01000000
    6268,0.81250000,    0.5301,   0.03900,   0.08200,   0.24000,   0.01100,    6.6834,0.01000000
    6269,0.85937500,    0.4934,   0.04900,   0.07600,   0.23900,   0.00600,    7.4182,0.01000000
    6270,0.90625000,    0.3186,   0.04500,   0.07500,   0.24500,   0.00800,    6.2611,0.01000000
    6271,0.84375000,    0.4273,   0.04700,   0.07600,   0.23400,   0.00600,    7.0118,0.01000000
    6272,0.76562500,    0.5854,   0.06900,   0.07300,   0.21900,   0.01200,    7.0435,0.01000000
    6273,0.75000000,    0.5951,   0.05300,   0.08100,   0.23500,   0.01000,    5.9914,0.01000000
    6274,0.85937500,    0.4690,   0.05198,   0.07900,   0.22803,   0.00702,    7.2434,0.01000000
    6275,0.82812500,    0.5200,   0.06000,   0.08400,   0.22400,   0.01200,    7.1386,0.01000000
    6276,0.89062500,    0.4469,   0.07001,   0.08000,   0.23006,   0.01000,    6.2508,0.01000000
    6277,0.85937500,    0.3855,   0.03300,   0.08100,   0.24000,   0.01000,    7.0216,0.01000000
    6278,0.76562500,    0.6021,   0.04900,   0.08200,   0.23300,   0.00700,    7.2225,0.01000000
    6279,0.89062500,    0.3625,   0.05900,   0.07400,   0.23950,   0.01100,    6.8904,0.01000000
    6280,0.85937500,    0.4976,   0.05000,   0.08200,   0.22800,   0.00900,    6.7518,0.01000000
    6281,0.89062500,    0.3140,   0.05900,   0.07600,   0.22400,   0.01100,    7.0825,0.01000000
    6282,0.79687500,    0.5335,   0.03600,   0.08000,   0.24500,   0.01200,    6.5833,0.01000000
    6283,0.79687500,    0.5783,   0.05100,   0.07700,   0.22500,   0.01200,    6.9986,0.01000000
    6284,0.78125000,    0.5722,   0.02700,   0.07900,   0.23400,   0.00800,    7.2479,0.01000000
    6285,0.76562500,    0.6317,   0.05000,   0.08100,   0.22200,   0.01100,    7.5170,0.01000000
    6286,0.84375000,    0.4696,   0.02300,   0.08300,   0.24200,   0.00800,    6.7423,0.01000000
    6287,0.85937500,    0.4324,   0.05000,   0.08000,   0.24862,   0.00600,    7.0363,0.01000000
    6288,0.73437500,    0.6855,   0.01800,   0.08200,   0.24200,   0.00700,    6.9800,0.01000000
    6289,0.87500000,    0.3881,   0.03100,   0.07800,   0.25300,   0.01100,    7.3615,0.01000000
    6290,0.79687500,    0.6517,   0.05700,   0.07901,   0.22000,   0.01100,    7.1414,0.01000000
    6291,0.81250000,    0.6469,   0.05400,   0.08000,   0.22600,   0.00700,    7.1421,0.01000000
    6292,0.84375000,    0.4360,   0.03100,   0.08300,   0.23151,   0.01100,    7.1658,0.01000000
    6293,0.89062500,    0.4281,   0.04900,   0.08100,   0.24500,   0.00700,    6.8418,0.01000000
    6294,0.89062500,    0.3314,   0.04600,   0.08300,   0.23500,   0.00700,    6.9730,0.01000000
    6295,0.92187500,    0.2473,   0.04200,   0.07600,   0.25052,   0.01100,    6.1650,0.01000000
    6296,0.87500000,    0.4285,   0.05200,   0.08800,   0.23300,   0.01200,    7.0054,0.01000000
    6297,0.84375000,    0.5334,   0.03352,   0.08300,   0.22900,   0.01201,    7.0465,0.01000000
    6298,0.84375000,    0.5082,   0.05100,   0.08200,   0.23400,   0.00500,    6.5968,0.01000000
    6299,0.79687500,    0.6381,   0.05600,   0.08400,   0.22600,   0.01100,    7.0711,0.01000000
    6300,0.84375000,    0.5311,   0.05400,   0.07800,   0.22183,   0.01200,    6.9376,0.01000000
    6301,0.89062500,    0.4062,   0.05200,   0.08800,   0.22300,   0.01200,    6.5461,0.01000000
    6302,0.85937500,    0.4428,   0.03200,   0.08700,   0.23500,   0.01100,    6.5758,0.01000000
    6303,0.87500000,    0.3825,   0.04600,   0.08002,   0.24100,   0.00700,    6.7531,0.01000000
    6304,0.76562500,    0.7145,   0.06100,   0.08100,   0.23800,   0.01200,    6.7386,0.01000000
    6305,0.79687500,    0.5272,   0.06300,   0.07800,   0.22802,   0.01100,    6.6343,0.01000000
    6306,0.82812500,    0.4210,   0.06400,   0.08300,   0.22200,   0.01100,    6.7734,0.01000000
    6307,0.92187500,    0.3500,   0.07200,   0.08800,   0.22600,   0.01200,    6.9201,0.01000000
    6308,0.89062500,    0.3228,   0.04900,   0.08556,   0.22600,   0.00800,    6.4374,0.01000000
    6309,0.71875000,    0.7157,   0.04200,   0.08501,   0.22799,   0.00900,    7.0142,0.01000000
    6310,0.79687500,    0.5310,   0.04900,   0.08500,   0.23503,   0.00499,    6.9485,0.01000000
    6311,0.82812500,    0.4489,   0.02000,   0.08900,   0.23200,   0.00800,    6.7502,0.01000000
    6312,0.89062500,    0.3869,   0.06900,   0.07300,   0.21900,   0.01100,    6.7667,0.01000000
    6313,0.78125000,    0.7289,   0.06600,   0.08700,   0.23103,   0.01100,    6.7632,0.01000000
    6314,0.81250000,    0.4676,   0.05200,   0.07700,   0.23000,   0.01200,    6.9653,0.01000000
    6315,0.87500000,    0.3877,   0.02700,   0.08100,   0.23500,   0.01000,    7.0842,0.01000000
    6316,0.84375000,    0.4034,   0.02800,   0.08211,   0.23200,   0.01100,    6.5722,0.01000000
    6317,0.81250000,    0.4877,   0.02900,   0.08600,   0.23000,   0.01100,    6.8786,0.01000000
    6318,0.84375000,    0.5941,   0.05300,   0.07800,   0.21912,   0.00700,    6.8552,0.01000000
    6319,0.85937500,    0.4472,   0.03300,   0.07900,   0.22900,   0.01200,    6.9718,0.01000000
    6320,0.84375000,    0.3838,   0.04400,   0.08500,   0.23000,   0.00900,    6.5861,0.01000000
    6321,0.84375000,    0.4192,   0.04900,   0.08000,   0.23210,   0.01100,    7.0424,0.01000000
    6322,0.84375000,    0.4214,   0.05100,   0.07800,   0.23100,   0.01200,    6.8149,0.01000000
    6323,0.85937500,    0.4864,   0.04105,   0.08000,   0.24000,   0.01000,    6.6561,0.01000000
    6324,0.82812500,    0.4169,   0.05000,   0.07662,   0.23802,   0.01100,    6.5717,0.01000000
    6325,0.82812500,    0.4702,   0.03100,   0.07800,   0.24700,   0.01300,    6.7297,0.01000000
    6326,0.84375000,    0.4557,   0.05100,   0.07800,   0.23709,   0.00800,    6.8147,0.01000000
    6327,0.87500000,    0.3850,   0.05400,   0.07800,   0.22700,   0.01200,    6.6354,0.01000000
    6328,0.93750000,    0.2805,   0.04000,   0.08000,   0.23600,   0.01000,    6.4866,0.01000000
    6329,0.81250000,    0.4516,   0.04504,   0.08401,   0.23001,   0.00699,    6.7151,0.01000000
    6330,0.85937500,    0.4032,   0.03703,   0.07807,   0.23543,   0.01101,    6.6848,0.01000000
    6331,0.87500000,    0.4410,   0.02757,   0.07757,   0.23255,   0.00800,    7.0669,0.01000000
    6332,0.87500000,    0.3968,   0.02900,   0.07542,   0.24024,   0.01000,    7.1774,0.01000000
    6333,0.85937500,    0.4361,   0.04000,   0.07700,   0.23100,   0.01100,    6.4785,0.01000000
    6334,0.89062500,    0.3949,   0.03000,   0.07800,   0.22913,   0.01100,    6.0467,0.01000000
    6335,0.76562500,    0.6829,   0.03400,   0.08400,   0.22900,   0.01100,    6.9812,0.01000000
    6336,0.84375000,    0.4881,   0.05400,   0.07700,   0.23500,   0.00900,    6.9938,0.01000000
    6337,0.79687500,    0.4815,   0.04900,   0.07700,   0.22508,   0.01200,    7.0867,0.01000000
    6338,0.85937500,    0.3646,   0.05200,   0.07400,   0.22500,   0.00800,    7.1170,0.01000000
    6339,0.81250000,    0.5640,   0.05514,   0.07900,   0.23900,   0.00900,    6.6159,0.01000000
    6340,0.84375000,    0.4563,   0.05560,   0.07688,   0.22545,   0.01201,    6.7811,0.01000000
    6341,0.82812500,    0.3999,   0.05545,   0.07871,   0.23819,   0.01151,    6.3373,0.01000000
    6342,0.71875000,    0.7841,   0.03206,   0.07661,   0.21804,   0.01055,    6.7723,0.01000000
    6343,0.78125000,    0.5857,   0.03005,   0.05005,   0.25587,   0.01103,    7.3520,0.01000000
    6344,0.79687500,    0.6458,   0.04003,   0.05865,   0.27205,   0.01301,    7.4548,0.01000000
    6345,0.76562500,    0.7371,   0.03000,   0.04804,   0.28233,   0.01200,    7.1942,0.01000000
    6346,0.81250000,    0.5686,   0.03300,   0.06500,   0.24900,   0.01200,    7.2715,0.01000000
    6347,0.82812500,    0.5631,   0.03300,   0.06600,   0.27501,   0.01200,    7.2425,0.01000000
    6348,0.79687500,    0.5718,   0.03600,   0.06000,   0.27100,   0.01300,    7.7154,0.01000000
    6349,0.84375000,    0.5715,   0.03600,   0.04900,   0.27800,   0.01200,    7.1629,0.01000000
    6350,0.87500000,    0.4086,   0.03200,   0.04300,   0.26301,   0.01100,    6.8367,0.01000000
    6351,0.89062500,    0.3360,   0.03600,   0.06200,   0.28800,   0.01300,    6.8597,0.01000000
    6352,0.85937500,    0.5118,   0.03203,   0.04500,   0.26500,   0.01200,    6.9983,0.01000000
    6353,0.85937500,    0.4024,   0.03300,   0.06500,   0.26800,   0.01200,    7.1014,0.01000000
    6354,0.68750000,    0.8802,   0.03700,   0.06800,   0.28900,   0.01300,    7.2769,0.01000000
    6355,0.87500000,    0.4316,   0.07500,   0.04900,   0.28002,   0.01200,    7.4518,0.01000000
    6356,0.87500000,    0.4901,   0.02800,   0.08400,   0.23100,   0.01100,    7.2038,0.01000000
    6357,0.73437500,    0.6963,   0.02100,   0.08200,   0.24900,   0.00900,    6.4439,0.01000000
    6358,0.85937500,    0.3961,   0.02100,   0.07500,   0.23102,   0.00800,    6.9617,0.01000000
    6359,0.81250000,    0.5434,   0.04800,   0.07500,   0.22500,   0.00900,    7.4805,0.01000000
    6360,0.82812500,    0.5499,   0.06600,   0.08100,   0.22400,   0.01100,    6.9387,0.01000000
    6361,0.87500000,    0.3825,   0.04400,   0.08200,   0.22800,   0.00700,    6.8878,0.01000000
    6362,0.85937500,    0.3972,   0.04400,   0.08500,   0.23500,   0.00800,    7.3853,0.01000000
    6363,0.84375000,    0.5428,   0.05900,   0.08500,   0.23202,   0.00900,    6.8787,0.01000000
    6364,0.71875000,    0.7994,   0.04400,   0.08500,   0.23500,   0.00800,    6.6762,0.01000000
    6365,0.87500000,    0.4237,   0.06599,   0.07900,   0.23703,   0.01100,    6.8475,0.01000000
    6366,0.87500000,    0.3797,   0.06000,   0.08200,   0.22400,   0.01100,    7.2663,0.01000000
    6367,0.87500000,    0.3743,   0.06500,   0.08500,   0.21600,   0.01200,    6.7892,0.01000000
    6368,0.89062500,    0.2672,   0.05000,   0.08400,   0.23100,   0.00700,    7.2411,0.01000000
    6369,0.76562500,    0.8073,   0.05900,   0.08300,   0.22800,   0.01200,    6.9145,0.01000000
    6370,0.87500000,    0.3865,   0.03201,   0.07900,   0.22403,   0.01197,    6.9098,0.01000000
    6371,0.85937500,    0.3916,   0.03700,   0.05303,   0.24300,   0.01300,    6.6760,0.01000000
    6372,0.85937500,    0.4971,   0.03400,   0.05900,   0.27600,   0.01300,    6.4095,0.01000000
    6373,0.81250000,    0.4424,   0.02500,   0.05300,   0.26100,   0.01000,    6.8036,0.01000000
    6374,0.81250000,    0.4274,   0.03599,   0.05800,   0.25900,   0.01301,    6.8433,0.01000000
    6375,0.82812500,    0.4088,   0.03100,   0.05200,   0.27100,   0.01200,    6.4494,0.01000000
    6376,0.75000000,    0.5292,   0.03900,   0.06600,   0.26618,   0.01300,    6.6613,0.01000000
    6377,0.78125000,    0.4921,   0.03900,   0.04900,   0.26600,   0.01200,    6.8781,0.01000000
    6378,0.81250000,    0.5016,   0.03400,   0.04900,   0.28863,   0.01200,    6.3328,0.01000000
    6379,0.92187500,    0.3378,   0.03400,   0.05300,   0.26600,   0.01300,    6.7117,0.01000000
    6380,0.87500000,    0.3704,   0.03100,   0.05500,   0.25300,   0.01200,    6.9165,0.01000000
    6381,0.84375000,    0.5106,   0.03200,   0.06000,   0.27711,   0.01100,    6.5963,0.01000000
    6382,0.82812500,    0.5638,   0.03300,   0.06000,   0.26200,   0.01200,    6.7861,0.01000000
    6383,0.79687500,    0.4496,   0.03400,   0.06500,   0.24900,   0.01300,    6.9252,0.01000000
    6384,0.84375000,    0.4786,   0.03700,   0.05956,   0.27500,   0.01300,    6.7652,0.01000000
    6385,0.85937500,    0.4277,   0.03300,   0.04900,   0.28300,   0.01200,    6.4217,0.01000000
    6386,0.79687500,    0.5606,   0.03400,   0.05500,   0.27157,   0.01200,    6.8364,0.01000000
    6387,0.82812500,    0.6334,   0.03300,   0.05300,   0.25800,   0.01100,    6.9780,0.01000000
    6388,0.87500000,    0.4797,   0.03400,   0.06500,   0.26300,   0.01100,    6.9898,0.01000000
    6389,0.85937500,    0.4734,   0.03200,   0.06200,   0.26417,   0.01200,    7.3814,0.01000000
    6390,0.85937500,    0.4783,   0.03500,   0.06600,   0.26100,   0.01200,    6.9655,0.01000000
    6391,0.89062500,    0.3243,   0.03400,   0.06000,   0.27554,   0.01300,    6.3640,0.01000000
    6392,0.78125000,    0.5297,   0.03400,   0.04600,   0.27300,   0.01300,    6.7354,0.01000000
    6393,0.82812500,    0.5113,   0.02700,   0.05000,   0.26000,   0.01100,    6.4692,0.01000000
    6394,0.87500000,    0.4005,   0.03300,   0.06201,   0.28062,   0.01297,    6.8727,0.01000000
    6395,0.81250000,    0.4875,   0.02800,   0.04700,   0.27500,   0.01200,    7.1386,0.01000000
    6396,0.81250000,    0.6262,   0.03555,   0.06200,   0.26900,   0.01300,    6.6279,0.01000000
    6397,0.81250000,    0.5433,   0.02900,   0.05757,   0.24623,   0.01000,    7.2784,0.01000000
    6398,0.76562500,    0.5842,   0.02500,   0.05900,   0.25200,   0.01200,    6.8274,0.01000000
    6399,0.76562500,    0.4502,   0.03603,   0.06100,   0.27631,   0.01301,    6.9429,0.01000000
    6400,0.85937500,    0.4512,   0.03500,   0.05305,   0.27462,   0.01200,    6.7296,0.01000000
    6401,0.75000000,    0.5303,   0.03700,   0.04800,   0.27000,   0.01200,    6.6794,0.01000000
    6402,0.75000000,    0.7635,   0.03405,   0.05100,   0.27930,   0.01301,    7.9953,0.01000000
    6403,0.73437500,    0.5962,   0.03600,   0.04921,   0.26127,   0.01300,    7.6811,0.01000000
    6404,0.73437500,    0.7335,   0.02706,   0.05900,   0.25006,   0.01100,    7.3974,0.01000000
    6405,0.87500000,    0.3044,   0.03400,   0.05900,   0.28000,   0.01300,    7.9760,0.01000000
    6406,0.82812500,    0.4404,   0.03900,   0.05500,   0.26000,   0.01300,    7.0870,0.01000000
    6407,0.90625000,    0.2902,   0.02800,   0.04100,   0.23813,   0.01000,    6.9607,0.01000000
    6408,0.85937500,    0.4697,   0.03700,   0.06100,   0.26800,   0.01300,    7.2523,0.01000000
    6409,0.76562500,    0.5681,   0.03400,   0.04200,   0.28400,   0.01200,    6.6376,0.01000000
    6410,0.82812500,    0.3892,   0.03500,   0.04210,   0.27908,   0.01300,    7.0202,0.01000000
    6411,0.92187500,    0.2927,   0.03900,   0.04300,   0.26300,   0.01200,    6.7383,0.01000000
    6412,0.78125000,    0.5990,   0.03100,   0.04200,   0.26408,   0.01184,    6.5499,0.01000000
    6413,0.82812500,    0.4095,   0.03200,   0.06400,   0.27100,   0.01200,    7.0085,0.01000000
    6414,0.82812500,    0.4441,   0.03200,   0.05900,   0.25300,   0.01200,    6.7187,0.01000000
    6415,0.79687500,    0.4860,   0.03600,   0.06700,   0.26807,   0.01300,    6.8024,0.01000000
    6416,0.84375000,    0.4439,   0.03700,   0.05100,   0.26600,   0.01200,    7.1923,0.01000000
    6417,0.82812500,    0.3227,   0.03800,   0.04900,   0.26200,   0.01200,    6.4270,0.01000000
    6418,0.78125000,    0.5436,   0.03400,   0.05284,   0.25000,   0.01300,    7.2833,0.01000000
    6419,0.84375000,    0.5197,   0.03200,   0.06700,   0.26000,   0.01200,    7.2485,0.01000000
    6420,0.89062500,    0.2985,   0.03200,   0.05800,   0.27667,   0.01200,    6.4219,0.01000000
    6421,0.84375000,    0.3624,   0.03300,   0.05700,   0.27600,   0.01200,    6.4935,0.01000000
    6422,0.75000000,    0.7125,   0.03600,   0.06000,   0.26200,   0.01200,    6.9973,0.01000000
    6423,0.78125000,    0.7455,   0.03400,   0.05300,   0.26613,   0.01200,    6.6428,0.01000000
    6424,0.82812500,    0.4524,   0.03600,   0.05800,   0.27300,   0.01300,    6.6440,0.01000000
    6425,0.84375000,    0.5254,   0.02800,   0.04200,   0.25600,   0.01055,    6.7798,0.01000000
    6426,0.85937500,    0.4146,   0.03000,   0.05400,   0.26300,   0.01000,    6.8598,0.01000000
    6427,0.81250000,    0.5616,   0.02900,   0.05600,   0.25700,   0.01100,    6.8963,0.01000000
    6428,0.84375000,    0.3916,   0.02700,   0.06000,   0.25608,   0.01100,    6.6026,0.01000000
    6429,0.76562500,    0.7568,   0.02500,   0.05700,   0.25000,   0.01100,    6.9300,0.01000000
    6430,0.85937500,    0.4495,   0.03300,   0.05600,   0.27000,   0.01100,    6.9471,0.01000000
    6431,0.84375000,    0.3923,   0.03000,   0.05900,   0.24660,   0.01100,    6.7363,0.01000000
    6432,0.85937500,    0.4487,   0.02800,   0.05500,   0.24400,   0.01200,    6.8135,0.01000000
    6433,0.79687500,    0.4587,   0.03400,   0.05700,   0.27100,   0.01300,    7.1791,0.01000000
    6434,0.84375000,    0.3824,   0.02800,   0.04815,   0.27200,   0.01200,    7.0050,0.01000000
    6435,0.87500000,    0.5027,   0.02900,   0.05900,   0.27300,   0.01100,    6.9555,0.01000000
    6436,0.82812500,    0.4636,   0.02800,   0.05800,   0.25671,   0.01102,    7.1484,0.01000000
    6437,0.87500000,    0.4214,   0.03500,   0.05703,   0.27080,   0.01300,    6.3533,0.01000000
    6438,0.84375000,    0.4373,   0.03900,   0.04600,   0.27000,   0.01300,    6.6120,0.01000000
    6439,0.79687500,    0.5783,   0.03402,   0.04500,   0.28337,   0.01200,    6.4516,0.01000000
    6440,0.85937500,    0.4282,   0.02800,   0.04900,   0.28600,   0.01100,    6.8259,0.01000000
    6441,0.82812500,    0.4162,   0.03700,   0.06500,   0.28401,   0.01258,    6.6175,0.01000000
    6442,0.81250000,    0.5789,   0.03300,   0.04500,   0.28100,   0.01200,    6.4664,0.01000000
    6443,0.84375000,    0.4037,   0.03200,   0.04700,   0.24600,   0.01300,    7.1143,0.01000000
    6444,0.84375000,    0.4152,   0.03753,   0.06500,   0.28217,   0.01300,    6.7114,0.01000000
    6445,0.87500000,    0.4339,   0.03306,   0.04452,   0.28414,   0.01100,    6.5311,0.01000000
    6446,0.90625000,    0.3403,   0.03402,   0.04815,   0.29319,   0.01151,    6.2862,0.01000000
    6447,0.81250000,    0.5657,   0.03604,   0.04764,   0.28273,   0.01284,    6.7323,0.01000000
    6448,0.76562500,    0.5913,   0.03502,   0.04654,   0.28223,   0.01186,    5.9761,0.01000000
    6449,0.79687500,    0.6283,   0.02901,   0.04202,   0.27038,   0.01300,    7.1609,0.01000000
    6450,0.81250000,    0.4651,   0.03709,   0.06151,   0.28341,   0.01352,    7.3136,0.01000000
    6451,0.84375000,    0.4134,   0.03400,   0.04644,   0.28610,   0.01256,    7.0168,0.01000000
    6452,0.87500000,    0.4026,   0.03643,   0.04667,   0.26801,   0.01302,    7.0960,0.01000000
    6453,0.87500000,    0.4018,   0.03601,   0.04565,   0.26560,   0.01201,    7.0978,0.01000000
    6454,0.82812500,    0.3969,   0.03303,   0.04848,   0.27249,   0.01201,    7.3218,0.01000000
    6455,0.81250000,    0.5143,   0.03503,   0.05965,   0.27149,   0.01302,    7.0768,0.01000000
    6456,0.89062500,    0.2741,   0.03204,   0.04705,   0.26639,   0.01302,    7.3277,0.01000000
    6457,0.85937500,    0.4988,   0.03508,   0.06003,   0.26803,   0.01251,    7.1761,0.01000000
    6458,0.85937500,    0.4904,   0.02709,   0.04956,   0.26562,   0.01103,    6.8997,0.01000000
    6459,0.87500000,    0.4186,   0.02651,   0.05806,   0.25824,   0.01000,    6.8246,0.01000000
    6460,0.89062500,    0.3554,   0.02700,   0.05600,   0.25200,   0.01000,    6.8968,0.01000000
    6461,0.89062500,    0.3479,   0.03500,   0.05600,   0.27200,   0.01200,    7.2699,0.01000000
    6462,0.81250000,    0.5517,   0.02800,   0.04400,   0.26403,   0.01100,    6.9541,0.01000000
    6463,0.67187500,    0.6570,   0.03000,   0.05700,   0.26600,   0.01100,    6.6046,0.01000000
    6464,0.85937500,    0.3464,   0.03500,   0.05600,   0.25000,   0.01300,    7.0947,0.01000000
    6465,0.92187500,    0.3288,   0.03603,   0.05300,   0.27460,   0.01301,    7.2748,0.01000000
    6466,0.82812500,    0.5951,   0.03500,   0.05500,   0.26134,   0.01000,    7.1874,0.01000000
    6467,0.81250000,    0.5440,   0.03700,   0.05600,   0.25000,   0.01300,    7.1515,0.01000000
    6468,0.82812500,    0.4759,   0.03700,   0.05401,   0.26500,   0.01200,    6.9759,0.01000000
    6469,0.76562500,    0.7052,   0.02700,   0.04300,   0.25800,   0.01200,    7.5184,0.01000000
