     stp,     trn_a,     trn_l, time_send, time_recv, time_calc, time_eval,     grd_n,        cr
    9523,0.84375000,    0.3864,   0.06700,   0.06500,   0.22202,   0.01100,    7.0253,0.01000000
    9524,0.87500000,    0.4136,   0.02300,   0.08600,   0.24400,   0.00800,    7.3154,0.01000000
    9525,0.84375000,    0.4118,   0.04300,   0.07100,   0.23500,   0.00900,    6.7487,0.01000000
    9526,0.87500000,    0.3666,   0.02500,   0.08100,   0.24203,   0.00900,    7.6548,0.01000000
    9527,0.92187500,    0.2322,   0.02100,   0.08000,   0.24600,   0.00900,    6.8320,0.01000000
    9528,0.85937500,    0.4533,   0.02500,   0.07100,   0.23500,   0.00900,    7.2993,0.01000000
    9529,0.73437500,    0.7445,   0.02300,   0.08199,   0.24100,   0.00800,    7.7730,0.01000000
    9530,0.78125000,    0.6185,   0.02100,   0.07100,   0.24000,   0.00800,    7.1644,0.01000000
    9531,0.87500000,    0.4595,   0.02100,   0.07000,   0.24201,   0.00800,    7.0460,0.01000000
    9532,0.89062500,    0.3659,   0.02600,   0.07700,   0.23900,   0.01000,    7.4377,0.01000000
    9533,0.84375000,    0.5583,   0.02400,   0.08200,   0.24200,   0.00900,    7.0887,0.01000000
    9534,0.85937500,    0.5472,   0.04800,   0.07700,   0.23898,   0.00600,    6.4713,0.01000000
    9535,0.82812500,    0.4452,   0.05500,   0.07600,   0.22600,   0.01100,    6.9631,0.01000000
    9536,0.84375000,    0.5093,   0.05100,   0.07500,   0.22700,   0.01200,    7.1321,0.01000000
    9537,0.85937500,    0.4013,   0.04600,   0.07502,   0.23300,   0.00700,    6.4778,0.01000000
    9538,0.89062500,    0.3391,   0.05300,   0.07900,   0.24000,   0.01200,    6.9543,0.01000000
    9539,0.85937500,    0.4266,   0.05200,   0.08000,   0.23201,   0.01100,    7.4137,0.01000000
    9540,0.84375000,    0.7477,   0.05200,   0.07500,   0.23600,   0.00900,    7.4411,0.01000000
    9541,0.90625000,    0.2991,   0.03200,   0.07500,   0.23900,   0.01100,    7.3602,0.01000000
    9542,0.73437500,    0.7015,   0.05000,   0.07700,   0.24702,   0.00700,    6.9613,0.01000000
    9543,0.73437500,    0.6302,   0.05300,   0.07500,   0.22700,   0.01100,    7.5211,0.01000000
    9544,0.90625000,    0.3403,   0.05301,   0.07500,   0.23500,   0.01100,    7.6120,0.01000000
    9545,0.85937500,    0.5482,   0.04700,   0.07700,   0.23800,   0.00600,    7.3311,0.01000000
    9546,0.84375000,    0.4627,   0.04100,   0.07600,   0.23700,   0.00900,    6.7420,0.01000000
    9547,0.82812500,    0.4446,   0.05200,   0.07400,   0.23100,   0.01000,    7.2304,0.01000000
    9548,0.82812500,    0.4367,   0.04700,   0.07400,   0.22800,   0.00900,    7.3556,0.01000000
    9549,0.90625000,    0.3980,   0.05300,   0.08000,   0.22600,   0.01200,    7.5673,0.01000000
    9550,0.81250000,    0.5818,   0.05300,   0.07696,   0.22600,   0.01100,    6.9173,0.01000000
    9551,0.87500000,    0.2924,   0.05900,   0.07800,   0.23600,   0.01200,    6.8563,0.01000000
    9552,0.84375000,    0.4387,   0.06599,   0.08101,   0.22101,   0.01200,    7.4523,0.01000000
    9553,0.79687500,    0.5696,   0.03600,   0.08400,   0.24500,   0.01100,    7.2875,0.01000000
    9554,0.82812500,    0.6464,   0.05800,   0.08200,   0.24000,   0.01100,    6.9400,0.01000000
    9555,0.79687500,    0.5314,   0.06900,   0.08200,   0.21251,   0.01100,    6.6597,0.01000000
    9556,0.84375000,    0.6108,   0.02100,   0.08902,   0.24000,   0.00797,    7.4004,0.01000000
    9557,0.87500000,    0.4107,   0.04807,   0.07300,   0.24600,   0.00900,    7.6231,0.01000000
    9558,0.87500000,    0.4466,   0.05800,   0.07900,   0.24000,   0.01200,    6.9168,0.01000000
    9559,0.92187500,    0.2822,   0.05400,   0.08000,   0.21100,   0.01200,    7.4737,0.01000000
    9560,0.89062500,    0.3925,   0.05400,   0.08700,   0.24314,   0.01200,    6.2123,0.01000000
    9561,0.81250000,    0.5656,   0.05700,   0.08200,   0.24200,   0.01200,    7.1420,0.01000000
    9562,0.78125000,    0.6793,   0.06056,   0.08300,   0.21100,   0.01200,    7.1327,0.01000000
    9563,0.82812500,    0.4700,   0.06700,   0.07954,   0.22300,   0.01200,    7.3015,0.01000000
    9564,0.81250000,    0.4933,   0.06400,   0.08200,   0.23000,   0.01200,    7.1383,0.01000000
    9565,0.79687500,    0.5734,   0.05700,   0.08200,   0.22862,   0.01200,    7.3235,0.01000000
    9566,0.79687500,    0.6299,   0.06400,   0.08200,   0.22300,   0.01100,    7.7189,0.01000000
    9567,0.76562500,    0.5639,   0.04900,   0.07700,   0.23700,   0.01100,    7.0063,0.01000000
    9568,0.84375000,    0.4418,   0.05004,   0.07669,   0.22646,   0.01100,    7.0479,0.01000000
    9569,0.89062500,    0.2668,   0.05100,   0.07782,   0.23200,   0.01100,    7.3051,0.01000000
    9570,0.73437500,    0.5968,   0.04400,   0.07600,   0.25147,   0.00801,    7.0026,0.01000000
    9571,0.89062500,    0.4684,   0.05202,   0.07500,   0.22513,   0.00999,    7.2296,0.01000000
    9572,0.87500000,    0.3583,   0.06600,   0.07906,   0.23150,   0.01100,    7.5210,0.01000000
    9573,0.85937500,    0.3930,   0.05000,   0.07956,   0.23455,   0.01200,    7.3311,0.01000000
    9574,0.79687500,    0.6713,   0.06100,   0.08300,   0.23200,   0.01200,    7.3525,0.01000000
    9575,0.85937500,    0.5248,   0.06154,   0.07300,   0.21553,   0.01100,    7.2484,0.01000000
    9576,0.84375000,    0.4629,   0.05800,   0.07700,   0.22700,   0.01100,    7.4213,0.01000000
    9577,0.93750000,    0.2174,   0.05200,   0.07700,   0.23700,   0.01100,    7.3939,0.01000000
    9578,0.93750000,    0.2894,   0.05800,   0.07800,   0.23008,   0.01200,    7.4053,0.01000000
    9579,0.76562500,    0.4093,   0.05200,   0.07800,   0.24300,   0.01200,    7.4123,0.01000000
    9580,0.82812500,    0.4426,   0.05001,   0.07400,   0.22500,   0.00500,    7.0349,0.01000000
    9581,0.87500000,    0.4262,   0.06200,   0.07257,   0.21500,   0.01100,    6.8732,0.01000000
    9582,0.85937500,    0.3574,   0.05200,   0.07500,   0.22700,   0.00700,    6.8683,0.01000000
    9583,0.84375000,    0.4608,   0.02900,   0.08000,   0.24402,   0.00700,    6.5162,0.01000000
    9584,0.87500000,    0.3614,   0.02600,   0.07800,   0.23500,   0.00900,    6.8281,0.01000000
    9585,0.85937500,    0.5173,   0.02700,   0.07900,   0.22900,   0.00500,    6.4739,0.01000000
    9586,0.87500000,    0.4458,   0.03200,   0.07900,   0.23323,   0.01200,    6.1533,0.01000000
    9587,0.89062500,    0.3132,   0.02400,   0.07800,   0.23700,   0.00800,    6.7258,0.01000000
    9588,0.82812500,    0.5579,   0.02100,   0.07900,   0.23700,   0.00800,    7.0185,0.01000000
    9589,0.89062500,    0.4467,   0.02400,   0.07054,   0.23905,   0.00900,    7.2624,0.01000000
    9590,0.82812500,    0.4883,   0.05603,   0.07300,   0.25100,   0.01100,    6.6356,0.01000000
    9591,0.85937500,    0.4764,   0.02517,   0.07900,   0.23373,   0.00883,    7.1170,0.01000000
    9592,0.89062500,    0.4508,   0.02599,   0.08006,   0.23930,   0.00867,    7.1485,0.01000000
    9593,0.89062500,    0.3422,   0.02307,   0.08356,   0.24140,   0.00900,    6.8350,0.01000000
    9594,0.89062500,    0.2883,   0.05171,   0.07002,   0.23333,   0.01100,    6.5598,0.01000000
    9595,0.84375000,    0.4007,   0.04206,   0.08160,   0.23218,   0.00901,    6.6124,0.01000000
    9596,0.87500000,    0.4526,   0.02213,   0.07962,   0.24958,   0.00700,    6.1549,0.01000000
    9597,0.92187500,    0.3130,   0.02400,   0.09282,   0.20255,   0.00551,    6.6134,0.01000000
    9598,0.85937500,    0.4539,   0.02101,   0.08816,   0.24081,   0.00800,    7.2146,0.01000000
    9599,0.76562500,    0.5623,   0.02108,   0.06913,   0.23387,   0.00899,    6.6993,0.01000000
    9600,0.89062500,    0.3606,   0.02152,   0.06807,   0.23024,   0.00796,    6.9911,0.01000000
    9601,0.78125000,    0.7072,   0.05595,   0.06111,   0.22199,   0.01102,    7.3148,0.01000000
    9602,0.78125000,    0.6186,   0.05208,   0.07557,   0.23860,   0.00801,    6.6263,0.01000000
    9603,0.90625000,    0.3987,   0.06260,   0.07813,   0.22140,   0.01200,    7.4942,0.01000000
    9604,0.87500000,    0.4347,   0.05957,   0.07665,   0.22796,   0.01151,    7.3180,0.01000000
    9605,0.89062500,    0.2566,   0.04907,   0.07495,   0.24158,   0.00803,    6.8793,0.01000000
    9606,0.82812500,    0.5051,   0.06214,   0.07690,   0.22179,   0.01153,    6.8542,0.01000000
    9607,0.84375000,    0.3426,   0.04809,   0.07606,   0.22984,   0.01202,    7.5430,0.01000000
    9608,0.82812500,    0.5472,   0.05302,   0.08174,   0.23116,   0.01100,    6.6647,0.01000000
    9609,0.82812500,    0.5551,   0.05406,   0.07854,   0.23561,   0.01201,    7.0396,0.01000000
    9610,0.89062500,    0.3325,   0.05403,   0.07402,   0.22869,   0.01200,    6.9299,0.01000000
    9611,0.82812500,    0.5253,   0.05176,   0.07709,   0.22441,   0.01100,    7.1060,0.01000000
    9612,0.89062500,    0.3510,   0.06700,   0.07949,   0.22851,   0.01200,    7.6050,0.01000000
    9613,0.84375000,    0.4647,   0.07400,   0.08100,   0.23101,   0.01199,    6.7034,0.01000000
    9614,0.87500000,    0.4755,   0.06400,   0.08000,   0.22100,   0.01100,    7.0057,0.01000000
    9615,0.85937500,    0.4966,   0.04500,   0.08500,   0.22701,   0.00700,    7.4755,0.01000000
    9616,0.79687500,    0.5018,   0.03500,   0.08400,   0.23700,   0.01100,    5.6547,0.01000000
    9617,0.89062500,    0.3419,   0.03600,   0.08300,   0.22600,   0.01100,    6.9291,0.01000000
    9618,0.81250000,    0.4667,   0.03600,   0.04800,   0.27451,   0.01300,    7.3166,0.01000000
    9619,0.92187500,    0.3567,   0.03600,   0.04800,   0.27000,   0.01300,    6.7958,0.01000000
    9620,0.81250000,    0.6195,   0.03551,   0.04100,   0.26400,   0.01300,    7.4675,0.01000000
    9621,0.79687500,    0.5813,   0.02900,   0.05800,   0.28600,   0.01300,    7.0686,0.01000000
    9622,0.79687500,    0.4635,   0.02800,   0.05200,   0.26100,   0.01100,    6.6998,0.01000000
    9623,0.89062500,    0.3713,   0.03500,   0.06400,   0.29703,   0.01200,    6.8367,0.01000000
    9624,0.85937500,    0.3993,   0.02700,   0.04200,   0.24800,   0.01200,    7.0868,0.01000000
    9625,0.78125000,    0.5738,   0.03900,   0.05600,   0.25500,   0.01300,    6.9520,0.01000000
    9626,0.84375000,    0.3392,   0.03202,   0.04000,   0.28115,   0.01301,    6.3824,0.01000000
    9627,0.82812500,    0.4896,   0.03400,   0.04703,   0.26458,   0.01200,    6.7763,0.01000000
    9628,0.81250000,    0.5525,   0.03400,   0.06400,   0.29303,   0.01200,    6.7310,0.01000000
    9629,0.89062500,    0.3889,   0.03400,   0.04900,   0.29300,   0.01300,    6.8475,0.01000000
    9630,0.87500000,    0.3715,   0.03300,   0.04800,   0.27800,   0.01100,    6.7803,0.01000000
    9631,0.89062500,    0.4508,   0.03300,   0.05900,   0.26200,   0.01300,    7.3069,0.01000000
    9632,0.76562500,    0.5231,   0.03100,   0.06600,   0.27500,   0.01100,    6.7078,0.01000000
    9633,0.85937500,    0.6218,   0.03400,   0.06000,   0.26400,   0.01200,    7.0371,0.01000000
    9634,0.78125000,    0.6086,   0.03600,   0.06200,   0.25600,   0.01300,    7.2261,0.01000000
    9635,0.84375000,    0.4234,   0.02900,   0.05000,   0.30000,   0.01200,    7.2009,0.01000000
    9636,0.76562500,    0.6520,   0.03400,   0.04600,   0.29101,   0.01200,    6.8095,0.01000000
    9637,0.82812500,    0.6100,   0.03500,   0.04800,   0.26600,   0.01200,    7.4477,0.01000000
    9638,0.87500000,    0.4108,   0.03601,   0.04600,   0.27700,   0.01300,    7.6738,0.01000000
    9639,0.89062500,    0.3215,   0.03000,   0.04700,   0.28200,   0.01100,    7.2305,0.01000000
    9640,0.75000000,    0.7151,   0.03400,   0.05800,   0.24600,   0.01300,    7.5978,0.01000000
    9641,0.76562500,    0.4905,   0.03600,   0.06300,   0.25903,   0.01200,    7.1180,0.01000000
    9642,0.84375000,    0.4145,   0.03100,   0.04400,   0.27000,   0.01200,    7.0723,0.01000000
    9643,0.93750000,    0.2573,   0.03700,   0.06200,   0.27200,   0.01300,    7.2423,0.01000000
    9644,0.87500000,    0.4272,   0.03600,   0.05000,   0.27000,   0.01300,    7.7173,0.01000000
    9645,0.87500000,    0.4118,   0.03600,   0.05100,   0.26400,   0.01200,    7.3368,0.01000000
    9646,0.87500000,    0.3678,   0.03400,   0.05100,   0.27701,   0.01300,    6.6917,0.01000000
    9647,0.85937500,    0.4376,   0.02600,   0.04800,   0.26000,   0.01200,    6.6760,0.01000000
    9648,0.82812500,    0.5199,   0.03800,   0.05500,   0.25300,   0.01300,    7.4874,0.01000000
    9649,0.87500000,    0.4153,   0.03700,   0.04700,   0.26582,   0.01300,    7.2789,0.01000000
    9650,0.85937500,    0.4405,   0.02700,   0.04800,   0.27200,   0.01000,    6.9812,0.01000000
    9651,0.82812500,    0.5415,   0.03600,   0.06200,   0.28400,   0.01200,    7.0584,0.01000000
    9652,0.92187500,    0.2819,   0.03700,   0.04811,   0.27100,   0.01400,    7.0899,0.01000000
    9653,0.87500000,    0.3423,   0.03200,   0.04800,   0.28700,   0.01200,    6.7085,0.01000000
    9654,0.89062500,    0.4955,   0.03402,   0.04700,   0.28210,   0.01302,    6.6537,0.01000000
    9655,0.89062500,    0.3850,   0.03802,   0.04785,   0.27213,   0.01185,    7.0068,0.01000000
    9656,0.85937500,    0.3834,   0.03800,   0.04704,   0.28761,   0.01300,    7.0660,0.01000000
    9657,0.92187500,    0.3582,   0.03400,   0.05108,   0.26006,   0.01200,    6.8134,0.01000000
    9658,0.84375000,    0.4575,   0.02700,   0.06600,   0.26100,   0.01100,    6.9204,0.01000000
    9659,0.73437500,    0.6219,   0.03100,   0.06200,   0.28609,   0.01100,    6.8584,0.01000000
    9660,0.87500000,    0.3333,   0.03300,   0.06600,   0.29600,   0.01200,    6.9217,0.01000000
    9661,0.90625000,    0.4060,   0.03200,   0.04800,   0.26500,   0.01200,    7.2162,0.01000000
    9662,0.82812500,    0.5946,   0.03200,   0.05000,   0.26908,   0.01200,    6.7639,0.01000000
    9663,0.85937500,    0.3853,   0.03400,   0.06300,   0.28300,   0.01200,    7.8581,0.01000000
    9664,0.85937500,    0.3848,   0.03400,   0.04900,   0.26707,   0.01208,    6.8878,0.01000000
    9665,0.82812500,    0.4245,   0.03000,   0.04700,   0.27800,   0.01000,    6.4556,0.01000000
    9666,0.85937500,    0.3083,   0.03700,   0.06100,   0.28300,   0.01300,    6.6639,0.01000000
    9667,0.90625000,    0.2611,   0.03400,   0.04700,   0.26912,   0.01300,    7.1435,0.01000000
    9668,0.79687500,    0.5166,   0.03400,   0.05200,   0.27300,   0.01300,    7.2787,0.01000000
    9669,0.78125000,    0.7402,   0.03400,   0.04800,   0.27800,   0.01200,    7.5139,0.01000000
    9670,0.84375000,    0.4256,   0.03500,   0.04573,   0.26600,   0.01300,    7.0642,0.01000000
    9671,0.84375000,    0.4709,   0.03500,   0.04900,   0.26900,   0.01300,    7.4425,0.01000000
    9672,0.85937500,    0.4555,   0.03200,   0.05400,   0.26254,   0.01300,    7.0853,0.01000000
    9673,0.84375000,    0.5192,   0.03500,   0.06000,   0.28100,   0.01200,    7.2216,0.01000000
    9674,0.92187500,    0.2957,   0.03300,   0.04700,   0.26900,   0.01300,    7.2881,0.01000000
    9675,0.89062500,    0.3246,   0.03500,   0.04600,   0.27672,   0.01200,    6.9840,0.01000000
    9676,0.82812500,    0.5062,   0.03300,   0.05000,   0.27300,   0.01300,    7.1266,0.01000000
    9677,0.82812500,    0.3918,   0.02808,   0.04700,   0.27475,   0.01105,    7.0740,0.01000000
    9678,0.76562500,    0.6864,   0.02902,   0.05907,   0.25501,   0.01001,    6.9181,0.01000000
    9679,0.84375000,    0.5021,   0.02900,   0.05733,   0.24397,   0.01000,    7.3890,0.01000000
    9680,0.90625000,    0.3004,   0.03600,   0.05800,   0.26356,   0.01300,    7.1996,0.01000000
    9681,0.82812500,    0.4381,   0.03500,   0.04800,   0.27200,   0.01200,    7.5430,0.01000000
    9682,0.79687500,    0.5842,   0.02800,   0.05700,   0.28200,   0.01200,    6.9660,0.01000000
    9683,0.92187500,    0.3006,   0.03500,   0.05979,   0.25871,   0.01300,    6.8947,0.01000000
    9684,0.85937500,    0.4337,   0.03700,   0.04800,   0.27200,   0.01200,    6.8880,0.01000000
    9685,0.79687500,    0.5985,   0.03600,   0.04800,   0.27482,   0.01300,    7.2504,0.01000000
    9686,0.79687500,    0.5712,   0.03300,   0.04800,   0.26600,   0.01200,    7.3467,0.01000000
    9687,0.84375000,    0.4790,   0.03700,   0.05700,   0.28700,   0.01300,    7.5009,0.01000000
    9688,0.85937500,    0.4555,   0.02700,   0.04800,   0.26212,   0.01000,    7.3183,0.01000000
    9689,0.89062500,    0.4102,   0.03600,   0.06400,   0.28300,   0.01200,    6.8319,0.01000000
    9690,0.89062500,    0.3040,   0.03405,   0.04000,   0.26400,   0.01206,    7.0624,0.01000000
    9691,0.78125000,    0.6895,   0.02800,   0.06100,   0.25500,   0.01100,    7.2960,0.01000000
    9692,0.79687500,    0.4877,   0.02700,   0.05900,   0.27100,   0.01200,    7.2527,0.01000000
    9693,0.84375000,    0.5121,   0.03000,   0.05800,   0.26213,   0.01200,    7.4926,0.01000000
    9694,0.90625000,    0.3050,   0.03800,   0.06000,   0.24902,   0.01198,    7.2049,0.01000000
    9695,0.82812500,    0.5598,   0.03200,   0.06100,   0.26400,   0.01200,    6.4459,0.01000000
    9696,0.93750000,    0.2795,   0.03500,   0.05900,   0.26462,   0.01200,    7.5679,0.01000000
    9697,0.92187500,    0.3819,   0.03600,   0.05800,   0.26700,   0.01200,    6.8103,0.01000000
    9698,0.87500000,    0.3888,   0.03360,   0.05400,   0.28462,   0.01301,    6.4934,0.01000000
    9699,0.79687500,    0.5432,   0.03253,   0.04295,   0.25111,   0.01200,    7.2259,0.01000000
    9700,0.82812500,    0.4448,   0.03504,   0.05811,   0.26173,   0.01302,    6.5775,0.01000000
    9701,0.90625000,    0.3316,   0.03609,   0.04405,   0.28644,   0.01204,    6.6212,0.01000000
    9702,0.87500000,    0.3124,   0.03302,   0.04505,   0.29017,   0.01200,    6.4469,0.01000000
    9703,0.84375000,    0.4726,   0.03456,   0.06005,   0.27131,   0.01302,    6.8055,0.01000000
    9704,0.89062500,    0.3988,   0.03131,   0.04411,   0.27156,   0.01202,    6.7461,0.01000000
    9705,0.82812500,    0.4163,   0.03413,   0.05905,   0.28277,   0.01102,    7.0956,0.01000000
    9706,0.85937500,    0.3692,   0.03695,   0.05558,   0.26988,   0.01252,    6.7988,0.01000000
    9707,0.87500000,    0.4019,   0.03107,   0.05742,   0.26439,   0.01102,    6.8902,0.01000000
    9708,0.90625000,    0.3659,   0.03111,   0.05453,   0.27140,   0.01203,    6.6950,0.01000000
    9709,0.87500000,    0.3515,   0.03151,   0.05811,   0.26433,   0.01101,    6.6621,0.01000000
    9710,0.87500000,    0.3714,   0.03400,   0.06351,   0.25810,   0.01200,    6.8371,0.01000000
    9711,0.76562500,    0.5769,   0.03152,   0.06700,   0.28219,   0.01202,    6.9345,0.01000000
    9712,0.82812500,    0.4480,   0.03454,   0.05608,   0.29006,   0.01151,    7.4866,0.01000000
    9713,0.85937500,    0.3829,   0.03058,   0.04757,   0.27188,   0.01305,    6.9091,0.01000000
    9714,0.84375000,    0.4232,   0.03406,   0.05204,   0.28955,   0.01202,    6.4150,0.01000000
    9715,0.81250000,    0.4927,   0.03802,   0.04704,   0.26904,   0.01200,    7.0549,0.01000000
    9716,0.87500000,    0.4145,   0.03608,   0.05558,   0.26753,   0.01300,    6.7240,0.01000000
    9717,0.76562500,    0.6697,   0.03570,   0.04757,   0.27512,   0.01204,    7.1413,0.01000000
    9718,0.82812500,    0.4798,   0.02600,   0.04863,   0.27462,   0.01151,    7.2225,0.01000000
    9719,0.82812500,    0.4477,   0.02504,   0.05704,   0.24895,   0.01100,    6.9358,0.01000000
    9720,0.85937500,    0.5445,   0.07108,   0.05597,   0.28600,   0.01202,    6.5818,0.01000000
    9721,0.82812500,    0.4496,   0.06869,   0.07981,   0.21951,   0.01101,    7.2333,0.01000000
    9722,0.84375000,    0.3495,   0.02855,   0.08180,   0.23401,   0.01060,    7.0567,0.01000000
    9723,0.87500000,    0.4058,   0.02100,   0.07953,   0.24337,   0.00801,    7.0258,0.01000000
    9724,0.90625000,    0.2986,   0.02900,   0.06337,   0.25667,   0.01100,    6.9375,0.01000000
    9725,0.85937500,    0.4166,   0.02600,   0.07900,   0.23200,   0.01000,    6.7664,0.01000000
    9726,0.82812500,    0.4421,   0.05200,   0.07700,   0.24000,   0.00900,    7.1281,0.01000000
    9727,0.89062500,    0.4805,   0.04603,   0.07500,   0.24074,   0.00501,    6.9168,0.01000000
    9728,0.90625000,    0.3699,   0.05024,   0.07836,   0.24121,   0.00499,    7.2215,0.01000000
    9729,0.78125000,    0.5700,   0.05400,   0.08200,   0.23100,   0.01000,    7.1276,0.01000000
    9730,0.84375000,    0.4854,   0.04500,   0.07600,   0.24600,   0.00700,    6.9424,0.01000000
    9731,0.87500000,    0.3568,   0.05400,   0.07700,   0.23000,   0.01200,    6.7403,0.01000000
    9732,0.81250000,    0.5051,   0.05100,   0.07700,   0.22900,   0.00800,    7.3069,0.01000000
    9733,0.87500000,    0.3234,   0.05000,   0.08000,   0.23900,   0.00900,    7.1148,0.01000000
    9734,0.78125000,    0.5916,   0.05200,   0.07700,   0.24700,   0.01200,    7.1514,0.01000000
    9735,0.85937500,    0.5036,   0.05100,   0.07500,   0.22200,   0.01000,    6.8301,0.01000000
    9736,0.85937500,    0.4107,   0.05400,   0.07400,   0.22500,   0.01100,    7.0737,0.01000000
    9737,0.79687500,    0.5333,   0.04400,   0.07500,   0.24403,   0.00700,    7.3840,0.01000000
    9738,0.84375000,    0.5126,   0.04000,   0.07400,   0.23600,   0.00900,    7.4607,0.01000000
    9739,0.81250000,    0.5876,   0.05400,   0.07200,   0.23000,   0.01200,    7.0922,0.01000000
    9740,0.87500000,    0.3889,   0.04510,   0.07400,   0.24606,   0.00701,    7.2420,0.01000000
    9741,0.84375000,    0.3976,   0.05609,   0.08490,   0.22502,   0.01101,    7.1653,0.01000000
    9742,0.81250000,    0.5296,   0.06507,   0.08319,   0.21735,   0.01200,    7.5057,0.01000000
    9743,0.90625000,    0.3716,   0.05500,   0.08000,   0.23600,   0.01100,    7.5421,0.01000000
    9744,0.87500000,    0.2953,   0.05000,   0.08100,   0.23100,   0.00900,    6.8848,0.01000000
    9745,0.85937500,    0.4763,   0.02700,   0.07600,   0.24263,   0.01100,    7.0339,0.01000000
    9746,0.76562500,    0.6847,   0.05300,   0.08500,   0.23600,   0.01100,    7.2270,0.01000000
    9747,0.78125000,    0.7570,   0.06700,   0.08200,   0.22000,   0.01100,    7.2842,0.01000000
    9748,0.85937500,    0.3440,   0.03200,   0.08226,   0.21200,   0.01100,    6.9945,0.01000000
    9749,0.82812500,    0.4511,   0.02700,   0.04900,   0.24500,   0.01100,    7.1856,0.01000000
    9750,0.79687500,    0.5314,   0.02601,   0.05800,   0.26205,   0.01100,    7.1653,0.01000000
    9751,0.82812500,    0.4940,   0.07400,   0.06200,   0.29000,   0.01200,    6.8826,0.01000000
    9752,0.90625000,    0.3761,   0.02400,   0.08000,   0.23000,   0.00800,    6.7753,0.01000000
    9753,0.89062500,    0.3475,   0.02800,   0.08000,   0.23810,   0.01100,    6.8336,0.01000000
    9754,0.85937500,    0.4704,   0.05500,   0.08300,   0.23400,   0.01100,    6.4065,0.01000000
    9755,0.90625000,    0.2835,   0.05800,   0.08200,   0.22800,   0.01100,    6.6673,0.01000000
    9756,0.87500000,    0.4872,   0.05000,   0.08312,   0.23700,   0.00600,    6.7409,0.01000000
    9757,0.82812500,    0.4439,   0.06900,   0.08100,   0.22100,   0.01100,    6.9064,0.01000000
    9758,0.84375000,    0.4137,   0.04200,   0.07700,   0.23712,   0.00899,    7.2413,0.01000000
    9759,0.90625000,    0.3754,   0.05100,   0.07999,   0.23500,   0.01100,    7.2280,0.01000000
    9760,0.82812500,    0.4587,   0.05700,   0.07600,   0.23500,   0.01100,    6.8078,0.01000000
    9761,0.79687500,    0.5193,   0.04900,   0.07721,   0.23900,   0.01100,    6.8504,0.01000000
    9762,0.85937500,    0.3936,   0.05100,   0.07700,   0.22000,   0.01200,    6.8619,0.01000000
    9763,0.92187500,    0.3364,   0.04953,   0.07700,   0.23001,   0.01201,    7.1337,0.01000000
    9764,0.82812500,    0.3980,   0.05905,   0.07605,   0.22925,   0.01101,    6.8827,0.01000000
    9765,0.82812500,    0.6260,   0.05400,   0.07746,   0.22853,   0.01100,    6.6130,0.01000000
    9766,0.92187500,    0.3138,   0.04955,   0.07800,   0.24137,   0.01201,    6.6612,0.01000000
    9767,0.85937500,    0.3033,   0.05001,   0.07300,   0.23700,   0.01200,    6.4533,0.01000000
    9768,0.82812500,    0.3850,   0.04860,   0.07700,   0.23900,   0.01100,    6.6205,0.01000000
    9769,0.79687500,    0.5001,   0.05104,   0.07722,   0.22400,   0.01201,    6.7214,0.01000000
    9770,0.90625000,    0.4218,   0.04911,   0.07607,   0.23290,   0.01001,    6.9211,0.01000000
    9771,0.85937500,    0.3857,   0.05000,   0.06895,   0.24265,   0.01200,    6.8072,0.01000000
    9772,0.79687500,    0.6725,   0.04400,   0.07400,   0.23400,   0.00800,    7.0013,0.01000000
    9773,0.84375000,    0.5786,   0.03800,   0.07500,   0.23400,   0.01200,    7.4181,0.01000000
    9774,0.78125000,    0.5253,   0.05300,   0.07456,   0.22355,   0.01100,    7.3189,0.01000000
    9775,0.85000000,    0.4271,   0.02700,   0.08600,   0.25000,   0.01000,    6.9734,0.01000000
    9776,0.84375000,    0.5409,   0.02156,   0.03900,   0.22701,   0.00800,    7.3917,0.01000000
    9777,0.84375000,    0.3849,   4.86612,   0.06900,   0.24700,   0.01100,    6.7194,0.01000000
    9778,0.81250000,    0.4394,   0.05000,   0.07800,   0.22500,   0.00600,    7.2421,0.01000000
    9779,0.78125000,    0.5814,   0.02600,   0.08700,   0.22500,   0.00500,    7.2918,0.01000000
    9780,0.89062500,    0.4383,   0.06100,   0.07322,   0.20975,   0.01200,    7.3730,0.01000000
    9781,0.87500000,    0.4078,   0.03800,   0.08300,   0.23900,   0.01100,    7.1125,0.01000000
    9782,0.78125000,    0.5727,   0.03100,   0.07900,   0.23056,   0.01100,    7.5180,0.01000000
    9783,0.87500000,    0.3500,   0.05600,   0.07900,   0.21700,   0.01200,    7.4448,0.01000000
    9784,0.82812500,    0.4639,   0.05900,   0.07200,   0.22800,   0.01100,    8.0388,0.01000000
    9785,0.85937500,    0.3946,   0.04804,   0.08200,   0.22591,   0.01101,    7.1571,0.01000000
    9786,0.75000000,    0.7515,   0.05494,   0.07907,   0.22689,   0.01200,    7.1747,0.01000000
    9787,0.76562500,    0.5349,   0.02200,   0.07793,   0.23239,   0.00800,    7.6652,0.01000000
    9788,0.81250000,    0.4960,   0.04200,   0.06906,   0.22700,   0.00800,    7.3407,0.01000000
    9789,0.87500000,    0.3520,   0.02200,   0.08000,   0.23700,   0.00800,    7.2657,0.01000000
    9790,0.75000000,    0.6278,   0.04101,   0.06600,   0.22406,   0.00900,    7.7318,0.01000000
